,cluster,title
347,2,Modular Model Specification on the Documentation Level - Concepts and Application in a Web-Based Modeling Environment.
350,2,Lq Helmholtz decomposition and regularity results for the infinite cylinder.
361,2,A Combined Analytical and Search-Based Approach to the Inductive Synthesis of Functional Programs.
370,2,Elements of a theory of design artefacts - a contribution to critical systems development research.
385,2,FIM imaging and the analysis of Drosophila locomotion.
393,2,Local and semi-global approaches to the extraction of 3D anatomical landmarks from 3D tomographic images.
399,2,Unraveling the Structure and Assessing the Quality of Protein Interaction Networks with Power Graph Analysis.
414,2,Theory and applications of the Laplacian.
418,2,Models of the Lambda Calculus.
424,2,The LIR Space Partitioning System applied to the Stokes Equations.
432,2,Unsupervised and knowledge-free natural language processing in the structure discovery paradigm.
437,2,Coresets and streaming algorithms for the k-means problem and related clustering objectives.
452,2,Measurement and data analysis in the face of noise and complex backgrounds - advances from improved bioinformatics algorithms.
468,2,"The Language of Graphics: A Framework for the Analysis of Syntax and Meaning in Maps, Charts and Diagrams."
469,2,On the computational complexity of some algebraic counting problems.
470,2,"A type-oriented approach to the specification and formal semantics of a distributed, heterogeneous object system."
475,2,Timbre models of musical sounds - from the model of one sound to the model of one instrument.
494,2,Content extraction - identifying the main content in HTML documents.
499,2,Simulation of bioelectric fields - the forward and inverse problem of electro-encephalographic source analysis.
504,2,On the structure of the polynomial time degrees of recursive sets.
514,2,The asynchronous PRAM - a semi-synchronous model for shared memory MIMD machines.
526,2,The role of side information in steganography.
528,2,Competitive algorithms for the array updating problem in functional languages.
531,2,A solution for the semantic unification problem to reuse knowledge-based systems.
533,2,"The design, implementation and performance of a queue manager for PVM."
535,2,Motion planning for manipulators with many degrees of freedom - the BB-method.
537,2,Knowledge maintenance of case-based reasoning systems - the SIAM methodology.
543,2,Rapid Development of Applications for the Interactive Visual Analysis of Multimodal Medical Data.
570,2,On the applicability of sequential Monte Carlo methods to multiple target tracking.
590,2,The price of locality: exploring the complexity of distributed coordination primitives.
610,2,Pragmatic requirements communication: the handshaking approach.
652,2,Modeling scenarios for analyzing the risks of complex computer based information systems.
686,2,Bodies that think quickly and learn fast: on the interdependence of morphology and control for intelligent behavior.
687,2,OSCAR - the opportunistic scanner.
692,2,Syndicate: individual service composition in the web-age.
695,2,The impact of video systems on architecture.
699,2,Implications of digital rights management on the demand for digital content.
717,2,A goal-driven project management framework for multi-agent software development : the case of I-tropos.
718,2,The problem of tuning metaheuristics: as seen from the machine learning perspective.
721,2,Intellectual property protection for computer software: a comparative analysis of the United States and Japanese intellectual property regimes.
723,2,Problem solving and critical thinking skills of experts: the impact on education: critical thinking in computer science undergraduate education.
729,2,The conceptual integrity of software: using ontological excavation and analysis towards ensuring conceptual integrity in the design and architecture of computing applications.
733,2,High-performance computational modeling of tissue growth processes: insights on the interplay of cell population and mass transfer dynamics.
742,2,Diffusion of innovations: factors predicting the use of e-learning at institutions of higher education in Germany.
755,2,A contribution to the minimization of the number of stubs during integration test of aspect-oriented programs.
757,2,The impact of bursts in the performance of services executed in cloud environments (Impacto das rajadas no desempenho de servi&ccedil;os executados em ambientes em nuvens).
763,2,The impact of computer usage on scholarly communication amongst academic social scientists.
784,2,Brazilian graduate evaluation: analysis of items used by CAPES and the criticism of the academic community.
802,2,Computational design for the next manufacturing revolution.
820,2,Measurement of middle-ear acoustic function in intact ears: application to size variations in the cat family.
822,2,Agricultural statistics by sampling with the aid of remote sensing.
843,2,Exception handling in the development of fault-tolerant component-based systems.
862,2,Self tailorable website interfaces: contributions towards the Design for All.
873,2,The theory and development of a noninvasive retinal fluorescence scanner with application to early diagnosis of diabetic retinopathy.
875,2,I'M NOT ALONE: the use of mobile phones and consumer culture in the casual relationships of young of Rio de Janeiro.
883,2,A few days of a robot's life in the human's world: toward incremental individual recognition.
890,2,The epidemics of programming language adoption.
892,2,Methodological guidelines and statistical data validation for the construction of data warehouses.
896,2,On the regulation of cloud computing contracts.
897,2,Magnetic resonance imaging of diffusion in the presence of physiological motion.
902,2,The informational complexity of learning from examples.
909,2,[Episilon]-relaxation and auction algorithms for the convex cost network flow problem.
911,2,How a statistical encoding in the periphery affects perception.
914,2,"Topics in distributed computing: the impact of partial synchrony, and modular decomposition of algorithms."
918,2,Biodiversity information systems and publica policies in the digital age.
923,2,Cryptography in the presence of key-dependent messages.
926,2,Multiscale methods for the analysis and application of fractal point processes and queues.
927,2,The minimization of tool switches problem.
928,2,The excitation andn dynamics of coherent lattice vibrations in semimetals and narrow-gap semiconductors.
932,2,The evolution of biodiversity: a simulation approach.
935,2,Numerical solution of the KBKZ-PSM constitutive model for flows with free surfaces.
939,2,The event based language and its multiple processor implementations.
944,2,Methodology proposal for evaluating the extended enterprise integration associated with automation indexes.
946,2,The establishment of a library networking model for the Caribbean region: A Delphi study.
955,2,The discrete representation of spatially continuous images.
959,2,Reconfigurability in a mobile system based on the software defined radio architecture.
961,2,The physics and technology of the InAlAs/n&#8314;-InP heterostructure field-effect transistor.
962,2,"The BGN public-key cryptosystem and its application to authentication, oblivious transfers, and proof-of-visit."
976,2,Interpreting the role of non-coding genetic variation in human disease.
985,2,Selection and control of the active learning bias.
987,2,The logic of systems.
989,2,An approach to provide autonomy to distributed environments by predicting the dynamics of process behavior.
993,2,The development and application of random matrix theory in adaptive signal processing in the sample deficient regime.
994,2,"Is ""best practice"" really the best?: examining the effects of ERP adoption on core competency."
1023,2,The Role of Dorsal Anterior Cingulate Cortex in the Motor Control.
1024,2,Optical aids fo low vision: the use of the internet by teachers of people with visual impairment.
1025,2,The development of large area saturable Bragg reflectors for the generation of widely-tunable ultra-short pulses.
1033,2,Disclosure and market consequences of firm-specific news announcements in the emerging market of China.
1041,2,Adapting the dynamic selection of classifiers approach for concept drift scenarios.
1043,2,The Evolution of the interdisciplinarity of Information Science: a bibliometric Study.
1063,2,Time-frequency classification of gamma oscillatory activity in the frontoparietal system during working memory.
1082,2,Stable and unstable AEs in the presence of fast ions in Alcator C-Mod.
1090,2,The role of control information in wireless link scheduling.
1093,2,Digital halftoning and the physical reconstruction function.
1095,2,"Modeling intelligent analysis of trace of ionosphere electromagnetic reflective spectra, with the application of fuzzy logic paradigm."
1096,2,On the power of (even a little) flexibility in dynamic resource allocation.
1106,2,The role of the community college reference librarian in promoting and teaching information literacy.
1115,2,Investigation of strategies for the generation of multiclass support vector machines.
1116,2,An exploration of the relationship between business process redesign and information technology infrastructures.
1128,2,"A comparative analysis of the success of students placed in the lowest level of remedial coursework taken through CAI versus a traditional remedial education mode of instruction: implications for success, retention and costs."
1133,2,Models and algorithms for the assembly line worker assignment and balancing problem.
1146,2,Contributions to quantum-Safe Cryptography: Hybrid Encryption and Reducing the T gate Cost of AES.
1151,2,A framework for cluster analysis based in the multi-objective combination of clustering algorithms.
1167,2,"A Clifford algebra of signature (n,3n) and the density operators of quantum information theory."
1173,2,Monolithic electronic-photonic integration in state-of-the-art CMOS processes.
1180,2,Coincidence detection in the cochlear nucleus: implications for the coding of pitch.
1183,2,Computational study of the effects of the confinement and the interacting solutes on the properties of the water-like models.
1184,2,"Portable computer systems implementation in a law enforcement organization: A study of the relationships among user satisfaction, user characteristics and MIS success."
1210,2,The assembly line worker integration and balancing problem.
1233,2,Opportunistic sensing and mobile data delivery in the CarTel System.
1244,2,Development of MMS for the detection of vulnerable atherosclerotic plaques.
1250,2,The cost of search and evaluation in problem-solving social networks: an experimental study.
1253,2,User interfaces supporting casual data-centric interactions on the Web.
1256,2,The bias-stress effect in pentacene organic thin-film transistors.
1261,2,Information theoretic aspects of the control and the mode estimation of stochastic systems.
1265,2,Bayesian approach for the nonlinear regressian models used in forest biometrics.
1271,2,A Contribution for the Development and Modeling Process of Educational Modules.
1281,2,The search for meaning in large text databases.
1291,2,Exploiting software transactional memory in the context of asymmetric architectures.
1296,2,Inference of gene regulatory networks using the seed growing paradigm.
1299,2,Digital technologies and the teaching of chemistry: the case of the professional development program for teachers.
1311,2,Design-based models for the analysis of finite populations (Modelos baseados no planejamento para an&aacute;lise de popula&ccedil;&otilde;es finitas).
1319,2,Machines of research: the status of knowledge in information capitalism.
1321,2,Energy storage for frequency regulation on the electric grid.
1333,2,The dual excitation speech model.
1337,2,Adaptive control in the presence of unmodeled dynamics.
1340,2,Attacks on the Fiat-Shamir paradigm and program obfuscation.
1351,2,A study of suspended-membrane and acoustic techniques for the determination of the mechanical properties of thin polymer films.
1353,2,Machine Learning Algorithms for the Analysis of Social Media and Detection of Malicious User Generated Content.
1358,2,On the nature of ergativity.
1366,2,Magnetic resonance spectroscopic imaging with 2D spectroscopy for the detection of brain metabolites.
1368,2,Automatic procedures for the behavioral verification of digital designs.
1376,2,Resilient system design and efficient link management for the wireless communication of an ocean current turbine test bed.
1384,2,Prospective analysis of public policies: the case of Paran&aacute; software sector.
1388,2,Convergence time to the Nash equilibrium in packing and load balancing games.
1392,2,Architectural constructs for time-critical networking in the smart city.
1401,2,Interior point methods applied to the predispatch of a hydroelectric system using the minimum effort principle - comparison with the network flow model.
1402,2,Decoupling algorithms from the organization of computation for high performance image processing.
1406,2,The effect of hair bundle shape on hair bundle hydrodynamics of sensory cells in the inner ear.
1408,2,"The logic and the metaphysic of puzzles: surprise, wonder and information."
1410,2,The integrated lot sizing and scheduling problem in the brewing process: models and solution methods.
1411,2,"The computation of probabilities which involve spacings, with applications to the scan statistic."
1413,2,A Delphi study of the impact of communication technologies on the public school districts in the United States.
1418,2,Convergent methods of global optimization based on the q-gradient vector.
1421,2,Structure of the polar electrojet antenna.
1425,2,The brazilian credit market for small and medium-sized firms: an adaptive marketing approach.
1433,2,The hydrogen-induced piezoelectric effect in InP HEMTs.
1436,2,On the discontinuity of the Shannon information measures and typical sequences.
1441,2,Estimation of the vocal tract shape from the acoustic waveform.
1454,2,Contributions to the effective bandwidth and loss probability computing for multifractal network traffic.
1456,2,Overcoming resource limitations in the processing of unlimited speech: applications to speaker and language recognition.
1472,2,Repositories of free educational resources: challenges of deployment in public institutions of higher education (PIHE) through the perspective of e-learning teachers responsible for prepare educational content.
1473,2,Creating business value through information technology: The effects of the chief information officer and top management team characteristics.
1480,2,Developing and applying a smart city for development model: the case of COR in Rio de Janeiro.
1498,2,Mobile computing with the Rover Toolkit.
1512,2,Rethinking the application-database interface.
1513,2,"The Significance for, and Impact Upon, Public Administration of the Correspondence Theory of Truth or Veridicality."
1531,2,2D-VLIW: a processor architecture based on the geometry of the computation.
1534,2,Stochastic programming and robust optimization in the production planning of furniture industries.
1539,2,The k-hop connected dominating set problem: approximation algorithms and hardness results.
1554,2,Algorithms above the noise floor.
1557,2,Communications in the observation limited regime.
1561,2,Adapting the inductive bias of data-stream clustering algorithms.
1564,2,Virtual Sports Center: an information resource in physical education and sports on the Internet.
1567,2,A programming system for the dynamic manipulation of temporally sensitive data.
1568,2,GAI - An architecture for the generation of adaptive interfaces for mobile devices.
1570,2,Modeling and simulation of device variability and reliability at the electrical level.
1571,2,Contribution to the problem of computer-aided orchestration with the support of audio descriptors.
1577,2,Computer generation and application of 3-D reconstructed porous structure: from 2-D images to the prediction of permeability.
1590,2,Providing a Shared File System in the Hare POSIX Multikernel.
1597,2,Social network analysis of scientific collaboration in the environment of a digital libraries federation.
1598,2,Entanglement and quantum communication in the interaction among coupled cavities.
1602,2,Computational methods for the identification of transcriptional regulation modules.
1615,2,A model for exploratory navigation in the semantic web infrastructure.
1616,2,Efficient tools for the design and simulation of microelectromechanical and microfluidic systems.
1626,2,Efficient scheduling algorithms for quality-of-service guarantees in the Internet.
1629,2,Instructional design: the illustration for the information design - a didactical proposal for college education.
1631,2,Educa - a&ccedil;&atilde;o: a metodology and a model to support the curriculum development for mediated computer education.
1649,2,The application of mutation testing in the context of testing and validation of coloured Petri nets.
1656,2,Development of an Algorithm to Guide a Multi-pole Diagnostic Catheter for identifying the Location of atrial fibrillation Sources.
1657,2,On the design of a fuzzy relational neural network for automatic speech recognition.
1658,2,Analysis of process variables via CFD to evaluate the performance of a FCC riser.
1660,2,The design of vague spatial data warehouses.
1664,2,Secure Communication by Coherence Modulation at the Photon Counting Level.
1665,2,Precedents of the impact of information technology in supply chain and its effects in agrindustrial cooperatives' performance.
1668,2,Contributions for Solving the Author Name Ambiguity Problem in Bibliographic Citations.
1671,2,On the dynamics of magnetic fluids in magnetic resonance imaging.
1678,2,Principles on the relationship between structure and behavior of dynamic systems.
1681,2,Spatial knowledge navigation for the World Wibe Web.
1685,2,Brazilian Electronic Journals in the Information Science field: Analyzing the dynamics of access and use.
1686,2,"Betrayers of the movement: politics, culture, ideology and labor in free software."
1689,2,Multicoordinated agreement problems and the log service.
1694,2,Games with a purpose and the construction of knowledge in design.
1695,2,An exploratory study of the perceived benefits of electronic bulletin board use and their impact on other communication activities.
1696,2,Dempster-Shafer and Genetic Algorithms in a Hybrid Approach for the Correspondence Problem in Stereopsis.
1701,2,Cochlear morphology and sound-induced motion of the apical mammalian inner ear.
1709,2,Exploring the integration of constructivist computer game-based learning into formal school curriculum teaching.
1712,2,The use of information technology in athletic administration at selected NCAA Division I institutions.
1719,2,Media and Temporalities: the theft of the present and the collective construction of the future in the eletroelectronic communication.
1723,2,Analysis of the cardiovascular control system using broad-band stimulation.
1724,2,Numerical analysis of the solidity effects over the aerodynamic performance of a small wind turbine.
1726,2,Open government data: proposal a model of production and use of information in the conceptual view of value chain.
1731,2,The method of multiplicities.
1740,2,The minization of open stacks problem - new contribuctions.
1746,2,A software process model for follow the sun development.
1758,2,Dissecting the spatial structure of overlapping transcription in budding yeast.
1773,2,Cryptographic tools for the cloud.
1777,2,Theoretical contributions to the study of correlated distributions funcions of wireless channels.
1783,2,Access on demand in NGN: the impact of dynamic switching of Wi-Fi.
1791,2,Information discovery from semi-structured record sets on the Web.
1792,2,Videogames: toys of the posth-human.
1793,2,The design of a fast and flexible Internet subscription system using content graphics.
1795,2,Exploiting inherent robustness and natural dynamics in the control of bipedal walking robots.
1802,2,Bridging the gap between synchronous and quase-synchronous.
1814,2,An approach for the management of large scale software production based on metaprocess.
1817,2,On the snapshot problem in mobile ad hoc network.
1825,2,Good families of quantum LDPC odes and a geometric framework for the amplitude-damping channel.
1835,2,The design and evaluation of a bedside cardiac arrhythmia monitor.
1844,2,Design of a Test Framework for the Evaluation of Transfer Learning Algorithms.
1845,2,"A study of the effects of nanoparticle modification on the thermal, mechanical and hygrothermal performance of carbon/vinyl ester compounds."
1846,2,The local geometry of multiattribute tradeoff preferences.
1848,2,Nonlinear model to minimize both the number of processed objets and the number of setups in an cutting stock problem.
1851,2,The geopolitics of the net and global governance of the internet starting from the world summit on the information society (A geopol&iacute;tica da rede e a governan&ccedil;a global de internet a partir da c&uacute;pula mundial sobre a sociedade da informa&ccedil;&atilde;o).
1859,2,Analysis of the accuracy of an optical navigation system to assisted surgery in implantology: preliminary results.
1875,2,Event structure and the encoding of arguments: the syntax of the Mandarin and English verb phrase.
1876,2,Classic and probabilistic abduction: the search for the explanation of real data.
1880,2,Product placement within violent media: investigating the role of emotion on product memory.
1883,2,Unifying the conceptual levels of network security through the use of patterns.
1900,2,Discrete model of the solvent. Solvatochromic at the absorption spectrum molecular (Modelo discreto de solvente. Solvatocromismo no espectro de absor&ccedil;&atilde;o molecular).
1904,2,Alignment of broadcast multimedia industry metadata in the context of digital tv with the semantic web.
1921,2,Engineering the optical properties of luminescent solar concentrators at the molecular scale.
1925,2,Measuring the absolute concentration of particles in suspension using high frequency B-mode ultrasound imaging.
1927,2,"Limited attention, the use of accounting information and its impacts on individual investment decision making."
1931,2,The architecture and design of CCD processors for computer vision.
1932,2,Sequence alignment algorithms applied in the evaluation of robustness testing results.
1936,2,Factors affecting the operation of a combined school/public library: A qualitative study.
1938,2,Creation and implantation of a system of knowledge management for the strategic development of a communication culture in an Higher Education Institution: the case METROCAMP.
1947,2,Identification of parametric uncertainty for the control of flexible structures.
1948,2,The health council members information need.
1972,2,"On the application of extensible dependency grammar to natural language generation: generality, instantiability and complexity issues."
1975,2,The Hob system for verifying software design properties.
1978,2,On the characterization of turbulent thermal convection as spatio-temporal chaos.
1984,2,Electrical responses of neural units in the anteroventral cochlear nucleus of the cat.
1996,2,The Fq-G method for large scale global optimization.
1998,2,The impact of voltage scaling over delay elements with focus on post-silicon tests.
2001,2,Investigation of the use of metrics applied into fMRI data for the analysis of cerebral dynamic.
2002,2,A framework to Web GIS application interface evaluation in the agriculture domain.
2007,2,The perception of material qualities in real-world images.
2038,2,Drowned in contracts: the impact of flexible work on the trajectories of IT workers.
2044,2,Use of temporal series analysis over the brazilian honeypot alliance data to predict the brazilian internet background radiation behavior.
2053,2,"Knowledge and the Internet: search, exploration and the familiarity."
2055,2,The presence of competence in information on National Book and Reading Plan: aspects of reading mediation and training of mediators.
2056,2,The Cilk system for parallel multithreaded computing.
2062,2,Contributions to the sustainable development of a monitoring and control system for broiler houses.
2083,2,Modeling and computer simulation of a three-dimensional problem of diffusion-advection using the Navier-Stokes equations.
2089,2,Neptune: The application of coarse-grain data flow methods to scientific parallel programming.
2091,2,MultiCluster: an integration model based on peer-to-peer protocols for the construction of local grids.
2094,2,Automatic analysis of medical dialogue in the home hemodialysis domain: structure induction and summarization.
2096,2,The value of field experiments in estimating demand elasticities and maximizing profit.
2106,2,The reliable router: an architecture for fault tolerant interconnect.
2110,2,An analysis of the effect of Gaussian error in object recognition.
2119,2,A methodology for the analysis and design of human information processing organizations.
2123,2,Prediction of severe convective events from weather model output using the rough set theory and metaheuristics for attribute reduction.
2128,2,On the structuring of information in computing security systems: the use of ontologies.
2135,2,Harmonic phase based low coherence interferometry: a method for studying the dynamics and structures of cells.
2151,2,Membrane technology for the fabrication of three-dimensional photonic crystals.
2152,2,"The scientific dissemination blogs: information, news, dissemination."
2154,2,The study of electron transport in field-effect-induced quantum wells on GaAs/GaAlAs.
2159,2,A study of the effectiveness of public library service to young adults.
2166,2,Sciences Parks and Urban Centralities: The Tecnopuc in the Metropolitain Area of Porto Alegre.
2172,2,AC behavior of resonant-tunneling diodes in the scattering-dominated regime.
2176,2,Visualization of the temporal evolution of scientific articles colletions.
2180,2,The importance of the exercise of power for the development of an information infrastructure.
2181,2,A method for the cohort selection of cardiovascular disease records from an electronic health record system.
2182,2,Extending the reach of microprocessors: column and curious caching.
2184,2,Packet scheduling for the proportional differentiation model based on measurement windows.
2185,2,Researching and developing the impacts of virtual identity on computational learning environments.
2189,2,Engineering the optical properties of subwavelength devices and materials.
2192,2,The psychophysiology of risk processing and decision making at a regional stock exchange.
2195,2,The benefits and costs of writing a POSIX Kernel in a high-level language.
2196,2,Ultrahigh resolution optical coherence tomography for the detection of early stage neoplastic pathologies.
2218,2,"NN search : the old, the new, and the impossible."
2221,2,Design of a high efficiently hydrofoil through the use of computational fluid dynamics and multi-objective optimization.
2225,2,Edge groups: a new approach to understanding the mesh quality of marching cubes and its variants.
2232,2,Modeling the function of the cerebellum in scheduled linear servo control of simple horizontal planar arm movements.
2236,2,Vowel articulation and laryngeal control in the speech of the deaf.
2239,2,The development of novel passive and active photonic-crystal devices.
2250,2,The use of a geographic information system (GIS) in the organization of measures in family health programs.
2267,2,Smten and the art of satisfiability-based search.
2281,2,Parallel meta-heuristics on the solution of inverse problems.
2289,2,"Archives online: practices of memory, of history teaching and of education of sensibilities."
2291,2,Architecture to support ubiquitous applications that enable the creation of an active learning environment in the classroom.
2294,2,A methodology for the design and evaluation of advanced automotive electrical power systems.
2299,2,A theory for the visual perception of object motion.
2300,2,The exokernel operating system architecture.
2301,2,A body area network as a pre-screening surrogate to the polysomnography.
2302,2,Routing to minimize the maximum congestion in a communication network.
2311,2,Numerical solution of the PTT model for viscoelastic surface flows.
2313,2,The use of audiovisual resources in virtual learning communities: potentialities and limits to communication and knowledge construction in network.
2316,2,Learning City: a city development model that associates the enhancement of learning to information and communication technologies.
2318,2,Semantic mapping between UNL and software components to the execution of imperative natural requests.
2320,2,A Clinical Decision Support System for the Identification of Potential Hospital Readmission Patients.
2325,2,The discrete logarithm problem in non-abelian groups.
2332,2,Know-cap: a method to knowledge capitalization in the software development.
2337,2,Adolescents and the Internet: connections and entanglements in the virtual world (O adolescente e a internet: la&ccedil;os e embara&ccedil;os no mundo virtual).
2343,2,Open collaboration in the organizations and the organizational performance (Colabora&ccedil;&atilde;o aberta nas empresas e o desempenho organizacional).
2346,2,High-level modelling of optical integrated networks-based systems with the provision of a low latency controller.
2347,2,On the evaluation of Marton's inner bound for binary input broadcast channels.
2363,2,The compartimentalised knapsack problem and applications.
2365,2,Exposing a waveform interface to the wireless channel for scalable video broadcast.
2366,2,The performance of an active optical imaging radar in the turbulent atmosphere.
2368,2,The dual jump diffusion model for security prices.
2372,2,On the protection of computation results of free-roaming agents against truncation and shred-not attacks.
2375,2,On the role of feedback in network coding.
2380,2,"SFAs: a mechanism supporting the parallel allocation, communication, and garbage collection."
2386,2,Development and application of a new comprehensive image-based classification scheme for coastal and benthic environments along the southeast Florida continental shelf.
2390,2,Mechanical fatigue Testing of Human Red blood cells using the electro-Deformation method.
2402,2,The influence model: a tractable representation for the dynamics of networked Markov chains.
2406,2,Digital EAD: in search of a theoretical understanding of the area.
2408,2,Efficient and private distance approximation in the communication and streaming models.
2416,2,Electrical and mechanical mechanisms for color variation in the spraying of metallic paints.
2419,2,The subspace model: shape-based compilation for parallel systems.
2426,2,The protection of the civil privacy rights of the family in the internet (A prote&ccedil;&atilde;o do direito &agrave; privacidade familiar na internet).
2432,2,Factors affecting the diffusion of information technology innovation in the school library media center: A qualitative study.
2433,2,The local rules dynamics model for self-assembly simulation.
2439,2,Enhancing Independent Task Performance of Individuals with Developmental Disabilities Through the Use of an iPad Application.
2459,2,The dynamic structure of everyday life.
2461,2,Quantum cryptography and applications in the optical fiber network.
2479,2,The thermodynamic properties of Markov processes.
2488,2,First year undergraduate students' perception of the effectiveness and transfer of multimedia training for a university course registration system.
2494,2,Tangible interfaces and the design of educational environments for the co-construction of narratives.
2501,2,Multiletramentos mediados pelo computador em sala de aula: a perspectiva das culturas juvenis em fluxo (Multiliteracies mediated by the computer in the classroom: the perspective of youth culture in flux).
2507,2,The value of information in shortest path optimization/.
2512,2,An empirical investigation of the physical attributes of causal maps on participant understanding.
2514,2,The Cricket indoor location system.
2527,2,The changing print resource base of academic libraries in the United States: A comparison of collection patterns in seventy-two ARL academic libraries of non-serial imprints for the years 1985 and 1989.
2536,2,Pathways to the protection of privacy in the information society: the protection of the person in the face of the collection and processing of personal data by private agents in Brazil.
2544,2,Elements of a community of practice that enable the professional development of teachers and future teachers of mathematics in the use of software Geogebra.
2545,2,The obstetrician gynecologist and the Internet: a virtual reality? (O ginecologista obstetra e a internet: uma realidade virtual?)
2546,2,View-based abstraction: enhancing maintainability and modularity in the presence of implementation dependencies.
2552,2,The multiperiod cutting stock problem.
2558,2,Electron-beam lithography towards the atomic scale and applications to nano-optics.
2568,2,Exploring the impacts of supply information sharing: findings from a supply chain simulation model.
2572,2,The use of genetic algorithms in the morphological decomposition of translation invariant operators applied to digital images.
2579,2,Length dependence of the Raman spectra of carbon nanotubes.
2587,2,The role of heteregeneity in social problem-solving.
2588,2,The adhesive effects in dental restoration.
2590,2,"Development of improved, hybrid, parallel and multiobjective versions of the generalized extremal optimization method and its application to the design of spatial systems."
2595,2,The paradigm of partial erasures.
2597,2,Spatial modulation in the UACC.
2607,2,A contribution to the establishment of a reference architecture for mobile learning environments.
2628,2,Neurophysiological based audio features applied to automatic segmentation of music made of sounds non-reducible to the concept of musical note.
2629,2,Information-seeking behavior of judges of the Florida District Courts of Appeal.
2638,2,Empirically investigating the human role on the code smell effect.
2653,2,"Low rank transitive representations, primitive extensions, and the collision problem in PSL (2, q)."
2660,2,Exploration of optimization sequences of the compiler based on hybrid techniques of complex data mining.
2670,2,Assistive technology for the severely motor impaired by using online processing of motor unit action potentials of facial muscles.
2671,2,Radio-frequency identification as a key enabler of the internet of things.
2673,2,Management of the digital records preservation: conceptual model proposal.
2674,2,Visualization of geographical data driven by the OMT-G conceptual model.
2679,2,Information needs of the rural physician: A descriptive study.
2684,2,Understanding e-government technology transfer: evidence from the transfer of a patent management system from EPO to INPI.
2689,2,Light-matter interactions of two-dimensional materials and the coupled nanostructures.
2706,2,VoTec: the construction of electronic vocabularies for translation learners.
2708,2,Estimation of the distribution of conduction velocities in intact peripheral nerves.
2710,2,Alternative topological approaches to the electronic lamp ballast.
2741,2,On the complexity of concentrators and multi-stage interconnection networks in switching systems.
2751,2,The acoustics of fricative consonants.
2752,2,Not intrusive method for the measurement of alignment angles of vehicular suspension based on computer vision.
2762,2,Applying the repeated game framework to multiparty networked applications.
2768,2,The sparse fourier transform : theory &amp; practice.
2777,2,The design and testing of integrated circuits for submillimeter-wave spectroscopy.
2781,2,Fundamental design problems of distributed systems for the hard-real-time environment.
2785,2,Design and application of the software for systematic approach of the products and services developments.
2786,2,Critical systems under the perspective of interaction and communication.
2792,2,2 sided markets and efficiency in the Internet.
2797,2,The mechanochemical basis of pattern formation.
2801,2,Use of Honeypots for the Study of Spam and Phishing.
2804,2,The gem data structure for n-dimensional maps.
2812,2,"Contributions to the problem of blind source separation, with emphasis on the study of sparse signals."
