,cluster,title
181,0,Towards practical and fundamental limits of anonymity protection.
182,0,Temporal verification with transition invariants.
183,0,"Predicting DNA binding sites using generative, discriminative, and hybrid learning principles."
184,0,Comprehending queries.
185,0,Thalamic neurons in silico.
186,0,Atomic architectural component recovery for program understanding and evolution - evaluation of atuomatic re-modelarization techniques and their integration in a semi-automatic method.
187,0,Proof reconstruction in classical and non-classical logics.
189,0,Defaults in deduktiven Datenbanken.
190,0,"Automatically proving the correctness of translations involving optimized code - research sponsored by Advanced Research Projects Agency, ARPA order no. 2494."
191,0,An efficient and flexible implementation of aspect-oriented languages.
192,0,Controlling exoskeletons with EMG signals and a biomechanical body model.
193,0,Learning as knowledge integration.
194,0,Hyperedge replacement - grammars and languages.
195,0,Counter examples in semantic tableaux.
196,0,Hierarchical modeling and analysis of timed systems.
198,0,A massively parallel numerical ordinary differential equation solver.
201,0,Scientific visualization in virtual reality - interaction techniques and application development.
203,0,Embedding hardware description languages in proof systems.
204,0,A systematic study of infinite canonical systems generated by Knuth-Bendix completion and related problems.
205,0,Formal verification of pipelined microprocessors.
207,0,Recursive definitions of partial functions and their computations.
208,0,Modeling Visit Potential of Geographic Locations Based on Mobility Data.
209,0,Incremental multi view 3D reconstruction with application to disaster management.
210,0,Circle planarity of level graphs.
212,0,Multidimensional data management in mobile environments.
217,0,Users and computers - a contextual approach to design of computer artifacts.
218,0,"Universe Types - Topology, Encapsulation, Genericity, and Tools."
219,0,Representation and processing of knowledge about distances in environmental spaces - a computational model of inferred route distances investigating their qualitative and quantitative determinants.
220,0,Design and implementation of an or-parallel Prolog engine.
221,0,Abstract behaviour of distributed executions with applications to visualization.
222,0,Individual mobile communication services and tariffs.
223,0,Boolean hierarchies - on collapse properties and query order.
226,0,Fairness in electronic commerce.
228,0,Computational applications of calculi based on monads.
229,0,Knowledge tracking - a method to analyze cognitive structures.
230,0,Adaptive layout of dynamic web pages.
232,0,Discrete approximation of spaces - a uniform approach to topologically structured datatypes and their function spaces.
233,0,Increasing robustness and usability of circuit design tools by using formal techniques.
234,0,A formal approach to object-oriented software engineering.
235,0,A graph-based appproach to resolution in temporal logic.
238,0,Continuous queries over data stream - semantics and implementation.
242,0,Closed streamlines in flow visualization.
244,0,Real computability and hypercomputation.
245,0,Deterministic languages and monadic recursion schemes.
246,0,Rewrite operationalization of clausal specifications with predefined structures.
247,0,Human oriented proof presentation - a reconstructive approach.
250,0,Sustained Operation of Sensor Nodes with Energy Harvesters and Supercapacitors.
251,0,Signaturen in Datenbanksystemen.
256,0,Oblivious-transfer amplification.
257,0,Multi-touch interaction with stereoscopically rendered 3D objects.
262,0,Novel processor architecture based on auto data sequencing and low level parallelism.
263,0,Kontext-sensitive Lastbalancierung.
266,0,Relevancy-based use of lemmas in connection tableau calculi.
270,0,Dependency-based groundness analysis of functional logic programs.
272,0,Ultrasound Mosaicing and Motion Modeling - Applications in Medical Image Registration.
275,0,Stochastic algorithms in scheduling theory.
276,0,Algebraic domain decomposition.
277,0,XML Functional Dependencies Based on Tree Homomorphisms.
278,0,Distributed simulation using relaxed timing.
279,0,XML Information Retrieval in Verteilten Systemen.
280,0,Computational aspects of an order-sorted logic with term declarations.
282,0,Sensor-actuator supported implicit interaction in driver assistance systems.
286,0,Evolutionary optimization in dynamic environments.
287,0,"Object-oriented 3D modeling, animation and interaction."
288,0,Partielle Auswertung imperativer Sprachen.
292,0,Organisationsverwaltung in CSCW-Systemen.
296,0,Approximability of cycle covers and smoothed analysis of binary search trees.
297,0,Design of embedded real-time computing systems.
299,0,Metonymien - eine computerlinguistische Analyse.
301,0,Combinatory reduction systems.
303,0,Visualizing geo-related data using cartograms.
304,0,Knowledge acquisition based on explicit methods of problem solving.
307,0,Modelling and authoring hypermedia documents.
309,0,Pure and applied fixed-point logics.
310,0,Witness hiding proofs and applications.
311,0,Logical foundations of reactive default reasoning.
313,0,Operationalizing reuse of software measurement planning knowledge.
314,0,Compiling and executing finite domain constraints.
315,0,Reconfigurable Component Connectors.
318,0,New applications of SPQR-trees in graph drawing.
322,0,Les langages a operateur d'insertion.
323,0,Tree Transductions and Families of Tree Languges.
324,0,Practical soft typing.
325,0,Systematic development of hybrid systems.
327,0,Intrinsic Plagiarism Detection and Author Analysis by Utilizing Grammar.
329,0,Constraints and negations in logic programming.
330,0,Use and avoidance of randomness.
332,0,Interactive feature detection in volumetric data.
336,0,Applications of rewriting techniques.
337,0,Register pressure in instruction level parallelism.
338,0,Planar graphs and their duals on cylinder surfaces.
342,0,Foundations of semantic subsumption in deductive databases.
343,0,Detection and prediction of errors in EPC business process models.
348,0,Restructuring virtual memory to support distributed computing environments.
351,0,Time and probability in formal design of distributed systems.
352,0,Towards a theory of representations for genetic and evolutionary algorithms - development of basic concepts and their application to binary and tree representations.
353,0,"Leibniz, a language to support - software engineering."
354,0,"Overloading, subtyping and late binding - functional foundation of object-oriented programming."
355,0,Integration von Testbarkeitsaspekten in die High-Level Synthese.
358,0,Ensemble and Constrained Clustering with Applications.
359,0,Combination of Multiple Image Segmentations.
360,0,"Parallel graph rewriting - some contributions to its theory, its implementation and its application."
363,0,Finding bottlenecks in large scale parallel programs.
366,0,Approaches to interprocedural register allocation.
367,0,"Assessing sustainability of software - Analysing Correctness, Memory and Energy Consumption."
368,0,Computation by tree transductions.
369,0,Improving programmability and performance portability on many-core processors.
371,0,Global routing of very large scale integrated circuits based on flow methods and timing considerations.
373,0,Learning first-order concept definitions by using a bidirectional heuristic search strategy.
374,0,Modularity in model-oriented formal specifications and its interaction with formal reasoning.
376,0,Reconstruction and visualization of neuronal pathways from diffusion tensor data.
378,0,Performability evaluation concepts and techniques.
380,0,A graphical retargetable parallel programming environment and its efficient implementation.
381,0,Systempufferverwaltung in Datenbanksystemen.
383,0,Topics in type theory.
384,0,Motion and visibility in simple polygons.
387,0,"Weak and strong normalization, K-redexes, and first-order logic."
388,0,Efficiently Indexing High-Dimensional Data Spaces.
389,0,Efficient System Evaluation Using Stochastic Models.
390,0,Augmenting Designers' Memory - Case-Based Reasoning in der Architektur.
392,0,Deciding classes of clause sets by resolution.
394,0,"Timing analysis, scheduling, and allocation of periodic hard real-time tasks."
395,0,A modular and extensible network storage architecture.
396,0,Computational power of Hamiltonians in quantum computing.
404,0,Updating and structure in non-monotonic theories.
405,0,Adaptive approaches to basic mobile robot tasks.
407,0,Terminological knowledge representation systems in a process engineering application.
409,0,Finite and infinite regular thue systems.
410,0,Feature-Logik und Semiunifikation.
412,0,Semantic data modeling in relational environments.
413,0,"Finite domain constraints - declaritivity meets efficiency, theory meets application."
415,0,Effiziente Rekonstruktion und alternative Spulentopologien f&uuml;r Magnetic-Particle-Imaging.
419,0,Asymmetrische Evolutionsstrategien.
421,0,Statistical shape knowledge in variational image segmentation.
422,0,Adapting hardware systems by means of multi-objective evolution.
423,0,Formal languages and recursion schemes.
425,0,Measurement-based feedback in a process-centered software engineering environment.
426,0,Representing logics and logic translations.
431,0,Real-Time Rendering and Synthesis of Digital Surface Models Using Textures of Time-Varying Extension.
434,0,FeasPar - a feature structure parser learning to parse spontaneous speech.
438,0,"Making small spaces feel large: self-motion perception, redirection and illusions."
441,0,Generating meaningful test databases.
442,0,Stroke-based text entry and other gestural interfaces - movement modeling and biometric authentication.
444,0,Scalability of microkernel-based systems.
447,0,Neural information processing in insect olfactory systems.
448,0,Ein transportables Front-End zur Interpretation deutschsprachiger Anfragen an ein relationales Datenbanksystem.
449,0,&Uuml;berladung in Typsystemen.
451,0,Pleadings game - an artificial intelligence model of procedural justice.
453,0,Duplicate detection in XML data.
454,0,Design and analysis of sequential and parallel single-source shortest-paths algorithms.
455,0,Group integration techniques in pattern analysis - a kernel view.
456,0,Using advanced illumination techniques to enhance realism and perception of volume visualizations.
458,0,Perfect supercompilation - master's thesis.
461,0,ABACUS - a branch-and-CUt system.
462,0,Structuring of models and reasoning about quantities in qualitative physics.
464,0,Compositional solution of stochastic process algebra models.
465,0,Problemad&auml;quate Diagnosestrategien.
466,0,Synthesis of distributed systems.
467,0,Combinatorial aspects of low-rank matrix factorization and two applications in bioinformatics.
471,0,"Fallbasiertes Klassifizieren - Methoden, Integration und Evaluation."
474,0,Theory restructuring - a perspective on design and maintenance of knowlege based systems.
477,0,A pattern approach to interaction design.
478,0,"Image retrieval, object recognition, and discriminative models."
479,0,Variational design of rational Bezier curves and surfaces.
480,0,Component-based user guidance in knowledge discovery and data mining.
482,0,"Constructions, inductive types and strong normalization."
483,0,Interaktive Animation textiler Materialien.
485,0,Measuring and modelling image structure.
487,0,Plan generation by linear deduction.
488,0,Formal reuse of hardware design.
489,0,Point-based multi-resolution rendering.
491,0,"Process-oriented consistency-based diagnosis - theory, implementation and applications."
492,0,QoE of Mobile Multimedia Services.
493,0,Homology and cohomology of toric varieties.
496,0,Density-based clustering in large databases using projections and visualizations.
497,0,On methods of function introduction and related concepts.
500,0,Implementation of modular algebraic specifications.
501,0,"Towards a unified language based on equational logic, rewriting logic, and type theory."
502,0,Efficient PET image reconstruction on modern parallel and distributed systems.
503,0,Strong normalization in a typed lambda calculus with lambda structured types.
505,0,Integrated information systems design - an approach based on object-oriented concepts and Petri nets.
506,0,Theoretical Foundations of Artificial Immune Systems.
507,0,Generation of solid models from cross sections.
508,0,Formalising process calculi in higher order logic.
509,0,Lock sensitive analysis of parallel programs.
511,0,Error estimation and model selection.
513,0,Definition and proof principles for data and processes = Definitions- und Beweisprinzipien f&uuml;r Daten und Prozesse.
515,0,"Foundations of Information Integration - Analyzing, Managing and Reasoning about Schema Mappings."
516,0,Recognition of screen-rendered text.
517,0,"Fibrations, logical predicates and indeterminates."
518,0,Collaboration-based design of communicating systems with SDL.
519,0,Automatische Abstraktion in 3D-Graphiken.
520,0,Devices in a multi-service operating system.
521,0,Connection tableau calculi with disjunctive constraints.
522,0,Disocclusion filling in depth-based view synthesis and depth map enhancement.
523,0,Symmetric and efficient synthesis.
529,0,Pitch-informed solo and accompaniment separation.
530,0,"Similarity, Logic, and Games - Bridging Modeling Layers of Hybrid Systems."
532,0,Scheduling data transfers in parallel computers and communications systems.
534,0,Protocols and caching strategies in support of internetwork mobility.
536,0,Efficient state space exploration of reactive object-oriented programs.
538,0,Web service detection in service-oriented software development - a semantic syntactic approach.
539,0,A transformational approach to formal digital system design.
540,0,Algorithmen zur Dekomposition rationaler Abbildungen.
541,0,Scheduling and grain size control.
545,0,Lazy generation of induction hypotheses and patching faulty conjectures.
546,0,On generic hardware descriptions.
549,0,Effects of Thermal Stimulation during Passive Driver Fatigue
551,0,Distributed Machine Learning.
552,0,Register Allocation and Data Conversion in Machine Independent Code Generators
556,0,Diversity-multiplexing tradeoff in relay and interference channels.
557,0,Inverting middleware: performance analysis of layered application codes in high performance distributed computing.
558,0,Mastering spam: a multifaceted approach with the Spamato spam filter system.
563,0,Writer identification and verification.
565,0,Organizing and managing grassroots enterprise mashup environments.
568,0,Many objective optimization and hypervolume based search.
571,0,Weak pseudorandomness and unpredictability.
572,0,Multiple classifier systems in offline cursive handwriting recognition.
573,0,From wide-baseline point and line correspondences to 3D.
576,0,"Stimme, Macht, Technik: sprechende Computer in der Science Fiction."
577,0,Speaker separation and tracking.
578,0,Distributed embedded systems - validation strategies.
579,0,Distribution and storage of data on local and remote disks in multi-use clusters of commodity PCs.
580,0,Collaboration in Multi-Agent Systems: Adaptivity and Active Learning.
581,0,Mobile Learning.
585,0,Abstraction and implementation of predictable packet processing systems.
587,0,Affine invariant regions++.
589,0,Modular performance analysis of embedded real-time systems: improving modeling scope and accuracy.
592,0,Message passing algorithms and analog electronic circuits.
593,0,Haptic rendering of frictional tool tissue contact.
594,0,Human activity recognition and gesture spotting with body-worn sensors.
596,0,Visual surveillance: dynamic behavior analysis at multiple levels.
597,0,A partial-inverse approach to decoding Reed-Solomon codes and polynomial remainder codes.
600,0,Integriertes Metadatenmanagement: Methode zur Konzeption von Metadatenmanagementsystemen f&uuml;r das data warehousing.
602,0,"Collaboration in distributed systems: robots, ants, and matchings."
603,0,Network services on service extensible routers.
604,0,Object detection using scale specific Boosted parts and a Bayesian combiner.
605,0,Calibration and viewpoint consistent modelling of BTF data.
607,0,Performance trade offs in context aware on body nodes.
608,0,Architectural trade offs in dynamically reconfigurable processors.
609,0,Combining static and dynamic analysis to find multi-threading faults beyond data races.
611,0,Modeling of subcortical anatomy and variability from stereotactic anatomical atlases.
615,0,Accelerated nonrigid image registration.
616,0,Multi-view tracking and viewpoint selection.
619,0,Complexity management in graphical models.
621,0,Evaluating performance in systems with heavy tailed input: a quantile based approach.
624,0,Multitree search decoding of linear codes.
625,0,Computer-aided management of commodity parts-based supercomputers.
626,0,Generalized corruption models in secure multi-party computation.
627,0,Infoticles: information visualization using data driven particles.
629,0,Graph matching: filtering databases of graphs using machine learning techniques.
630,0,Efficiency and predictability in resource sharing multicore systems.
634,0,Efficient Object Detection.
635,0,Multi-modal non-rigid registration of volumetric medical images.
636,0,Improving interaction with context-aware systems.
637,0,Polyglot text to speech synthesis: text analysis &amp; prosody control.
640,0,Extremal colorings and extremal satisfiability.
641,0,Immersive VR projection system with simultaneous image acqusition using active projection screens.
643,0,Interleaved object categorization and segmentation.
644,0,"Continuous reconstruction, rendering, and editing of point-sampled surfaces."
648,0,High-level views in object-oriented systems using formal concept analysis.
649,0,Real-time multi-object tracking.
651,0,Visual urban scene analysis by moving platforms.
653,0,Adaptive navigation strategies in biorobotics: visual homing and cognitive mapping in animals and machines.
655,0,Indistinguishability and composition of random systems.
656,0,Approaches to efficient and robust cryptographic protocols.
658,0,Off-line cursive handwriting recognition using synthetic training data.
659,0,Mapping Polygons.
661,0,Network traffic anomaly detection and evaluation.
663,0,Sub-method structural and behavioral reflection.
665,0,Foundations of aggregation and synchronization in distributed systems.
667,0,Analysis and applications of evolutionary multiobjective optimization algorithms.
670,0,"A factor graph approach to signal modelling, system identification and filtering."
671,0,GALS system design: side channel attack secure cryptographic accelerators.
673,0,Building model driven decision support systems with dicodess.
675,0,Real-time 3D scanning.
676,0,Towards many core real-time embedded systems: software design of streaming systems at system level.
677,0,Semantic scene modeling and retrieval.
678,0,Predictive properties of statistical shape models.
683,0,Parallel iterative solvers in computational electronics.
684,0,Distributed intelligence in real-world mobility simulations.
685,0,Combinatorial problems with submodular coupling in machine learning and computer vision.
688,0,Enabling collaborative network security with privacy-preserving data aggregation.
689,0,"Impact analysis, early detection and mitigation of large-scale internet attacks."
690,0,Large scale mining and retrieval of visual data in a multimodal context.
691,0,Hardware virtualization on a coarse-grained reconfigurable processor.
694,0,Liveness checking as safety checking to find shortest counterexamples to linear time properties.
696,0,Design and performance analysis of multiprocessor streaming applications.
697,0,Synchronization and symmetry breaking in distributed systems.
698,0,Dynamics and cooperation: algorithmic challenges in peer to peer computing.
700,0,CIP model checking.
701,0,Strengthening key agreement using hard-core sets.
702,0,Information-theoretic aspects of optical communications.
703,0,Understanding and organizing user generated data: methods and applications.
704,0,Efficient multi-class object detection.
705,0,Design and deployment of wireless networked embedded systems.
707,0,Mapping synthetic texture on surfaces.
708,0,Controlled Queueing Systems with Heterogeneous Servers
709,0,Parsing and Quering XML Documents in SML.
710,0,Systems of Logic Based on Ordinals.
711,0,Extensible Query Processing in an Object-Oriented Database.
712,0,Rule-Based Query Optimization in Extensible Database Systems
713,0,Parallel Evaluation of Deductive Database Queries.
714,0,A Generalization of Schur's Theorem.
715,0,Theoretical and practical aspects of ant colony optimization.
716,0,"Towards putting abstract interpretation of prolog into practice: design, implementation, and evaluation of a tool to verify and optimise prolog programs."
719,0,Bayesian IRT models with general and specific traits: parameter estimation and model comparisons.
724,0,Decision tree pruning using expert knowledge: cost-sensitive pruning.
725,0,"Face, expression, and iris recognition using learning-based approaches: computational recognition of identity and activity."
728,0,Residual information on sanitized magnetic media: information recovery from degaussed magnetic media.
730,0,Energy-constrained microsensor platform: on-board image processing.
731,0,Beyond Pareto optimality: domination and decomposition in multiobjective programming.
734,0,Natural image statistics in digital image forensics.
735,0,Chinese internet language: a study of identity constructions.
737,0,Social capital and knowledge integration in virtual teams: study and results.
741,0,List decoding of error correcting codes.
743,0,Translating Dialects in Search: Mapping between Specialized Languages of Discourse and Documentary Languages
745,0,Automatic Design of Computer Instruction Sets
747,0,"Exploring the electromagnetics of millimeter-wave through terahertz spectrum: de novo studies vis-&agrave;-vis materials science, biomedical applications and wireless communication."
748,0,Online allocation algorithms with applications in computational advertising.
750,0,Efficient Xpath query processing in native XML databases.
751,0,Similarity search operations in large complex databases.
753,0,A model of muscle-tendon function in human walking.
754,0,Unsupervised speech processing with applications to query-by-example spoken term detection.
758,0,A study of human motor control through analysis and synthesis of handwriting.
759,0,Development of THz QCLs.
760,0,Reliability and 1/f noise properties of MOSFETs with nitrided oxide gate dielectrics.
761,0,Financial signal processing: applications to asset-market dynamics and healthcare finance.
762,0,Paths to more effective personal information management.
764,0,Beyond the Shockley-Queisser limit: intermediate band and tandem solar cells leveraging silicon and CdTe technology.
765,0,Stochastic and dynamic vehicle routing in Euclidean service regions.
766,0,"Analysis, modeling and design of energy management and multisource power systems."
767,0,"3D Shape analysis using 1D, 2D and 3D wavelets."
768,0,Numerical simulation of complex viscoelastic multiphase flows.
769,0,Information entropy and sequence learning (Entropia informacional e aprendizagem de sequ&ecirc;ncias).
772,0,Replication and incentive mechanisms design in peer-to-peer video-on-demand systems.
773,0,"Development, implementation and performance evaluation of a self-tuning regulator adaptive controller applied to a FCC process."
774,0,Pipeline rings and integrated services rings.
776,0,Using experience in learning and problem solving.
777,0,Optimal economic growth and energy policy.
781,0,Multiscale geometric feature extraction and object recognition.
782,0,Fundamental limitations on plasma fusion systems not in thermodynamic equilibrium.
783,0,Approximate inference in Gaussian graphical models.
786,0,Distributed Simulation using independent protocols and dynamical change in logical processes.
788,0,Image analysis of retinal vascular network geometry and its relationship to cardiovascular complications.
789,0,Sensitive manipulation.
795,0,Measurements and modeling of moisture diffusion processes in transformer insulation using interdigital dielectrometry sensors.
796,0,Projector-based interactive visual processing.
797,0,Grounding natural language with autonomous interaction.
798,0,Signal processing and communication with solitons.
799,0,Engineering light using large area photonic crystal devices.
800,0,Noise Radiation From A Cylindrical Embossment Immersed In Turbulent Boundary Layer Flow.
804,0,Effects of Carbon Nanotube (CNT) Dispersion and Interface Condition on Thermo-Mechanical Behavior of CNT-Reinforced Vinyl Ester.
806,0,Distributed computation on unreliable radio channels.
807,0,Phase noise in coherent optical communications.
808,0,Femtosecond pulse generation in solid-state lasers.
809,0,Financial market imperfections and their asset pricing implications.
810,0,Convex recoloring of paths.
811,0,Models and Implementations of Online Laboratories; A Definition of a Standard Architecture to Integrate Distributed Remote Experiments.
812,0,Towards dissecting neural ensembles: development of genetic profiling and targeting approaches.
814,0,Attosecond timing jitter modelocked lasers and ultralow phase noise photonic microwave oscillators.
815,0,"Autonomous underwater vehicle navigation and mapping in dynamic, unstructured environments."
816,0,An evolutionary approach to multi-objective optimization problems.
818,0,Data selection in binary hypothesis testing.
823,0,Mesh motion and surface remeshing.
824,0,Multistage mean-variance portfolio selection in cointegrated vector autoregressive systems.
827,0,Syllable-based constraints on properties of English sounds.
829,0,Cutting stock problems with usable leftover and symmetry breaking.
832,0,Statistical object recognition.
834,0,Wave Ship Interaction in Transforming Seas.
835,0,Spatial resolution estimation of CBERS CCD camera.
836,0,Multiple-user quantum optical communication.
837,0,Learning task-specific similarity.
839,0,Insertion of Phasetype Distributions in Markov Decision Models.
840,0,Hierarchical Bayesian approaches to seismic imaging and other geophysical inverse problems.
841,0,Information management: building a SAMU database in Petrolina-PE.
844,0,A wearable Transcranial Doppler ultrasound phased array system.
845,0,"Design, process, and reliability considerations in silicon-on-insulator (SOI) MOSFETs."
847,0,DHash table.
848,0,"Vision, instruction, and action."
849,0,Perceptually-based language to simplify sketch recognition user interface development.
851,0,Generalized pattern matching applied to genetic analysis.
852,0,"A serverless, wide-area version control system."
853,0,Programmable multi-cluster noc architecture to support collective communication patterns.
854,0,Automating abstraction functions.
856,0,Fractal summarization.
858,0,Impact of uniaxial strain on P-channel 111-V quantum-well field effect transistors.
859,0,Sistema integrado de controle de incendios florestais para o estado do Paran&aacute;.
860,0,Phase-sensitive light: coherence theory and applications to optical imaging.
861,0,Raman spectroscopy of SWNTs.
863,0,Lottery and stride scheduling: flexible proportional-share resource management.
865,0,Integrated silicon pressure sensors using wafer bonding technology.
868,0,Scale independent piecewise smooth segmentation of images via variational methods.
869,0,Modeling and controlling topographical nonuniformity in thermoplastic micro- and nano-embossing.
870,0,Connections between circuit analysis problems and circuit lower bounds.
874,0,Photoinduced dynamics studied by ultrafast single-shot pump-probe spectroscopy.
877,0,Criticality and parallelism in combinatorial optimization.
879,0,Graphical model driven methods in adaptive system identification.
880,0,Performance assertion checking.
881,0,"Identification, robust adaptation and iterative schemes."
882,0,Uncertainty propagation in protein structure determination.
884,0,Pollutant dispersal in an air-water system mathematical modeling numerical aproximation and computational simulations.
885,0,"Dealers, insiders and bandits: learning and its effects on market outcomes."
886,0,Verification of d-wave pairing symmetry by microwave intermodulation distortion measurements in yttrium barium copper oxide.
889,0,Exploring concepts of metric space theory in similarity queries over complex data.
891,0,Design of a low power very large scale integration systems powered by ambient mechanical vibration.
894,0,Autonomous underwater data muling using wireless optical communication and agile autonomous underwater vehicle control.
898,0,Visual vibration analysis.
900,0,Efficient rendering of synthetic images.
904,0,Free tree-featured graph indexing and query processing.
907,0,Redefining how pharmaceutical innovation gets done.
908,0,Motion estimation and segmentation.
912,0,Learning from data locally and globally.
913,0,An integrated trading environment to improve transparency and efficiency of financial information transmission.
916,0,Graph-based representations and coupled verification of VLSI schematics and layouts.
917,0,A superconducting bandpass delta-sigma modulator for direct analog-to-digital conversion of microwave radio.
