,cluster,title
1045,3,Increasing quality of service using transport layer coding over parallel heterogeneous networks.
1074,3,Control of mobile networks using dynamic vehicle routing.
1085,3,Architectures for linear lightwave networks.
1087,3,"Evolutionary, developmental neural networks for robust robotic control."
1103,3,Designing networks for tomorrow's traffic.
1119,3,"Computational models of trust and reputation: agents, evolutionary games, and social networks."
1125,3,Planning and tracking of trajectories and position control by genetic algorithms and artificial neural networks.
1162,3,Performance and security issues in peer-to-peer based content distribution networks.
1171,3,Infection processes on networks with structural uncertainty.
1196,3,Demonstrating effective all-optical processing in ultrafast data networks using semiconductor optical amplifiers.
1197,3,Influence modeling and malicious users identification in interactive networks.
1216,3,Scheduling algorithms for throughput maximization in data networks.
1226,3,Intrinsically secure communication in large-scale wireless networks.
1236,3,Decoupling congestion control and bandwidth allocation policy with application to high bandwidth-delay product networks.
1243,3,Crosstalk in direct detection optical FDMA networks.
1246,3,Soft error mitigation in asynchronous networks on chip.
1275,3,On-chip networks for manycore architecture.
1277,3,An algorithmic approach to social networks.
1278,3,Mechanisms for management of SLA in virtual software defined networks based on QoS classes.
1295,3,Artificial neural networks applied on studying allergic conjunctivitis screening questionnaire.
1301,3,Efficient flooding for wireless mesh networks.
1312,3,Survivability in layered networks.
1318,3,A proposal towards resilient complex networks through evaluation and adaptation mechanisms.
1328,3,An aproach for associative networks with application to scene analysis.
1341,3,New model for minimizing end-to-end transmission times in wireless mesh networks.
1352,3,"On the analysis of complex networks: fundamental limits, scalable algorithms, and applications."
1355,3,Routing and performance evaluation in interconnection networks.
1361,3,Real-time traffic incidents prediction in vehicular networks using big data analytics.
1364,3,Improving mobile localization in wireless networks.
1385,3,Extraction of knowledge from Artificial Neural Networks using Symbolic Machine Learning Systems and Genetic Algorithm.
1387,3,Graph spectra and modal dynamics of oscillatory networks.
1395,3,A Methodology for attack detection in the network traffic based on neural networks.
1407,3,Improved recurrent neural networks for convex optimization.
1444,3,Development of a prediction model for ironmaking blast furnace operational conditions based on artificial neural networks.
1458,3,"Inferring interactions, expression programs and regulatory networks from high throughput biological data."
1468,3,Stochastic optimization of energy for multi-user wireless networks over fading channels.
1491,3,Multiaccess and fading in communication networks.
1492,3,Computer simulation core based on barrier synchronization with application in wireless sensor networks.
1499,3,Network management and control of flow-switched optical networks: joint architecture design and analysis of control plane and data plane with physical-layer impairments.
1504,3,Image segmentation based on complex networks and superpixels: an application to birds census.
1508,3,Architectural study of high-speed networks with optical bypassing.
1545,3,A hybrid approach based on cases and neural networks. An application Choice and configuration of neural networks.
1595,3,Variable-rate lossy compression and its effects on communication networks.
1607,3,Non-convex power control and scheduling in wireless ad hoc networks.
1613,3,On the performance analysis of full-duplex networks.
1625,3,High speed round robin queueing networks.
1632,3,"Robust topologies for passive, fiber optic local communication networks."
1699,3,Automatization and on-line intelligent control of refrigeration systems using artificial neural networks.
1703,3,Exploiting and optimizing mobility in wireless sensor networks.
1713,3,A methodology for provisioning and differentiation of optical QoS in FWN impaired transparent optical networks.
1729,3,VIOLA: video on local area networks.
1741,3,Methodology for traffic characterization of computer networks: an application in anomaly detection.
1753,3,Multi-source scheduling in streaming erasure-coded video over P2P networks.
1774,3,Analytical models for blocking probabilities in optical path networks with linear topologies.
1776,3,Supernovae automatic classification using artificial neural networks.
1815,3,"Representation, extraction and evaluation of interactions among users of online social networks."
1837,3,Application-specific protocol architectures for wireless networks.
1903,3,Automatic layout synthesis of transistor networks.
1922,3,Frequency allocation for fiber optic integrated services communication networks.
1954,3,Modeling spreading processes in complex networks.
1968,3,"low-energy mobile packet radio networks: routing, scheduling, and architecture."
1969,3,Application of artificial neural networks to deduce robust forecast performance in technoeconomic contexts.
1980,3,Patterns of motion in non-overlapping networks using vehicle tracking data.
1994,3,High-throughput routing for multi-hop wireless networks.
1997,3,Climate precipitation prediction by self-configured neural networks.
2015,3,Round robin scheduling for fair flow control in data communication networks.
2019,3,Routing in unreliable networks.
2020,3,Algorithms for the analysis of protein interaction networks.
2023,3,Virtual infrastructure for wireless ad hoc networks.
2034,3,Cooperative diversity in wireless networks: algorithms and architectures.
2043,3,All-optical interferometric switches for data regeneration in fiber optic networks.
2046,3,Scheduling and handoff algorithms for 3g and 4G networks.
2054,3,Efficient operation of coded packet networks.
2086,3,Optimal quasi-static routing for virtual circuit networks subjected to stochastic inputs.
2090,3,Cryptographic key distribuition in sensor networks.
2093,3,Towards Improvements in resource management for content delivert networks.
2117,3,"Multiplexing, scheduling, and multicasting strategies for antenna arrays in wireless networks."
2120,3,Image restoration with operators modeled by artificial neural networks.
2133,3,Dynamic computer simulation of drug addiction by means of artificial neural networks: a synthetic approach.
2177,3,An architecture for cognitive mobility management in heterogeneous wireless networks.
2204,3,Parallel communications in ATM networks.
2206,3,Enhancement of Deep Neural Networks and Their Application to Text Mining.
2219,3,Collision avoidance mechanisms in multi-channel wireless networks using directional antennas.
2227,3,Priority assignment in integrated services networks.
2235,3,Complex networks characterization: application to relational modeling between internet autonomous systems.
2248,3,Particle dynamics and competitive learning for community detection in complex networks.
2275,3,Text automatic classification through machine learning based on networks.
2306,3,Analysis and design of recurrent neural networks and their applications to control and robotic systems.
2314,3,Linear algebraic approaches to coding for multiple unicast networks.
2322,3,Quantization in acquisition and computation networks.
2387,3,A QoS-aware resources sharing architecture for homogeneous and heterogeneous wireless networks.
2405,3,Transmission control protocol performance over mobile data networks.
2413,3,Capacity assignment in non-switching multichannel networks.
2434,3,Distributed Algorithms for Energy-Efficient Data Gathering and Barrier Coverage in Wireless Sensor Networks.
2460,3,Routing reconfiguration in Internet Protocol networks.
2477,3,On control and optimization of cascading phenomena in a class of dynamic networks.
2499,3,Reliable data communication in faulty computer networks.
2508,3,Centralized performance control for datacenter networks.
2520,3,Novel techniques for Rayleigh noise suppression and multicast transmission in wavelength division multiplexed passive optical networks.
2586,3,Anomaly detection in computer networks.
2601,3,Mechanisms for prolonging network lifetime in wireless sensor networks.
2611,3,On the benefit of network coding in wireless relay networks.
2641,3,Smart Broadcast Protocol Design For Vehicular Ad hoc Networks.
2661,3,"Associative neural networks: properties, learning, and applications."
2675,3,Lower power radio frequency transceiver modeling and design for wireless microsensor networks.
2677,3,Proposals and analysis of error control strategies for wireless sensor networks.
2698,3,Modeling and optimization of descontinuous kraft digesters using neural networks and hybrid model-integration of processes in real time.
2700,3,An architecture for services provisioning management in optical networks.
2747,3,Adaptive hierarchical weighted fair queuing scheduling in WiMAX networks.
2757,3,Application of artificial neural networks and chemometrics in the modeling of fluid catalytic cracking process.
2765,3,Time surveying: clock synchronization over packet networks.
2772,3,Traffic identification in IP networks.
2807,3,Channel assignment in multi-radio networks.
2822,3,Optical multicast overlay and survivable architectures in high speed multi-wavelength optical access networks.
2853,3,An uncertainty-aware reputation system in mobile networks: analysis and applications.
2865,3,Detection and Extraction of Vascular Networks using Hough Transform.
2877,3,Interactive proof system variants and approximation algorithms for optical networks.
2888,3,"Design and implementation of low-latency, low-power reconfigurable on-chip networks."
2898,3,Traffic study and bandwidth allocation for multservice networks.
2915,3,Statistical methods and neural networks applied to predictive models in a contiuous digester of eucalyptus kraft pulp.
2958,3,Rule extraction using destructive learning in artificial neural networks.
3014,3,Formulations and algorithms to design communication networks.
3039,3,Control and reliability of optical networks in multiprocessors.
3042,3,Capacity and routing in wireless metropolitan area networks.
3064,3,Methods for image-aided medical diagnosis using association rule mining and complex networks.
3076,3,All-optical multi-access networks and fault manageable optical transport networks.
3088,3,Inference in sensor networks: graphical models and particle methods.
3092,3,Network coding for robust wireless networks.
3093,3,Spectral analysis for stochastic models of large-scale complex dynamical networks.
3097,3,Packet scheduling in wireless networks.
3118,3,Sequential short-text classification with neural networks.
3138,3,Dynamic power allocation and routing for satellite and wireless networks with time varying channels.
3142,3,"Successive structuring of source coding algorithms for data fusion, buffering, and distribution in networks."
3172,3,Multiple-antenna systems in ad-hoc wireless networks.
3181,3,Strategies for technical losses reduction and improvements on operational conditions of power distribution networks.
3184,3,Dynamic resource allocation in wavelength division multiplexing networks with optical bypass and waveband switching.
3194,3,System applications of optical phase modulation in optical metropolitan and access networks.
3196,3,Application of reinforcement learning for the spectrum allocation problem in elastic optical networks.
3212,3,Edge disjoint spanning trees and failure recovery in data communication networks.
3219,3,"On the Nature of Neural Causality in Large-Scale Brain Networks: Foundations, Modeling and Nonlinear Neurodynamics."
3226,3,Scheduling algorithms for throughput maximization in time-varying networks with reconfiguration delays.
3234,3,Mechanisms for quality of service provision in IEEE 802.16 networks.
3261,3,Network layer support for overlay networks.
3273,3,Applications of neural networks to intelligent tutoring systems.
3274,3,"Data classification in complex networks via pattern conformation, data importance and structural optimization."
3275,3,Control mechanisms for optical burst switched networks.
3302,3,Optical flow switched networks.
3326,3,Distributed computation in wireless and dynamic networks.
3332,3,Leak detection and location in pipelines through acoustic method and neural networks.
3333,3,Dynamic channel allocation in satellite and wireless networks.
3337,3,Geographic Routing Reliability Enhancement in Urban Vehicular Ad Hoc Networks.
3358,3,Scaling laws for heterogeneous wireless networks.
3365,3,Co-design of on-chip caches and networks for scalable shared-memory many-core CMPs.
3374,3,Solving variational inequalities and related problems using recurrent neural networks.
3380,3,Photonic signal processing devices and subsystems for all-optical networks.
3392,3,"Reliable, energy-aware cross-layer protocol for wireless sensor networks."
3410,3,Reliable Vehicle-to-Vehicle Weighted Localization in Vehicular Networks.
3440,3,Interpretable Neural Networks via Alignment and Distribution Propagation.
3472,3,Musical structures mining and composition using complex networks.
3495,3,Virtual stationary timed automata for mobile networks.
3511,3,Formal verification of communication protocols for wireless networks.
3522,3,Data assimilation with artificial neural networks in atmospheric general circulation model.
3528,3,Management model for measurement infrastructure in computer networks.
3576,3,Fuzzy Algorithm for Priority estimation in Immediate Area Networks.
3587,3,Scalable fault management architecture for dynamic optical networks: an information-theoretic approach.
3588,3,Efficient method for analysis of complex networks of water supply.
3589,3,Towards low-power yet high-performance networks-on-chip.
3646,3,"Traffic modelling, policing and scheduling in Ethernet passive optical networks."
3661,3,Performance and control of CSMA wireless networks.
3668,3,The development of components for ultrafast all-optical communication networks.
3686,3,In-situ prediction on sensor networks using distributed multiple linear regression models.
3693,3,"Intelligent transportation systems leveraging next-generation mobile devices, sensors, and networks."
3708,3,TCP veno: end-to-end congestion control over heterogeneous networks.
3717,3,Single event transient effects in clock distribution networks.
3732,3,Channel Assignment in Cognitive Radio Wireless Networks.
3785,3,A generalized processor sharing approach to flow control in integrated services networks.
3790,3,A one-round algorithm for virtually synchronous group communication in wide area networks.
3817,3,Energy and quality scalable wireless communication.
3821,3,Spatial query processing for wireless sensor networks.
3824,3,Reconfiguration control in adaptive networks.
3845,3,Self-organizing neural networks in the characterization of interstitial lung diseases in chest radiographs.
3847,3,Sentiment analysis in short texts from social networks.
3848,3,Computing with neural assemblies in spiking neural networks (Computa&ccedil;&atilde;o por assembleias neurais em redes neurais pulsadas).
3881,3,Access to inter-organization computer networks.
3931,3,Torsional vibration control in rotating systems using muitilayer neural networks.
3932,3,Wide area optical backbone networks.
3936,3,Anycast Routing Algorithm Based on Genetic Algorithms for Delay and Disruption Tolerant Networks.
3956,3,Beaconing strategies for communication in vehicular networks.
4014,3,Atmospheric temperature and humidity retrieval from satellite data - artificial neural networks and hardware implementation approaches.
4016,3,Simulator and location-aware routing protocol for mobile ad hoc acoustic networks of AUVs.
4026,3,Security plane for data authentication in information-centric networks.
4028,3,Machine learning in complex networks.
4058,3,Traffic schedulers to guarantee the QOS in convergent and body networks.
4128,3,Protocols for multi-antenna ad-hoc wireless networking in interference environments.
4133,3,"Full utilization, fairness, and access delay on high speed slotted bus networks."
4162,3,Structure learning of Bayesian networks via data perturbation.
4223,3,Scheduling in wireless networks with physical interference constraints.
4232,3,Probabilistic predictor-based routing in disruption-tolerant networks.
4245,3,An analytical model for performance analysis of IEEE 802.16 mesh networks with distributed scheduling.
4255,3,Wavelength routing for all-optical networks.
4291,3,Multicasting schemes and performance issues of interconnection networks.
4295,3,Query processing in large-scale networks.
4307,3,Fast simulation of stochastic biochemical reaction networks on cytomorphic chips.
4315,3,A utility-based routing scheme in multi-hop wireless networks.
4374,3,Dynamic rate-control and scheduling algorithms for quality-of-service in wireless networks.
4400,3,Performance evaluation and optimization models for processing networks with queue-dependent production quantities.
4417,3,Integrity and access control in untrusted content distribution networks.
4425,3,A mobility architecture for IP networks and its realization over MPLS protocol.
4435,3,Routing and switching in teleconferencing networks.
4440,3,Cellular computation and communications using engineered genetic regulatory networks.
4441,3,Routing tradeoffs in dynamic peer-to-peer networks.
4456,3,A novel congestion control framework for delay and disruption tolerant networks.
4484,3,Development of routing and wavelenght assignement algorithms for intelligent and transparent optical networks.
4485,3,Methods to pre-processing and mining large volumes of multidimensional data and complex networks.
4498,3,Semiconductor-based all-optical switching for optical time-division multiplexed networks.
4505,3,Memetic networks: problem-solving with social network models.
4522,3,"Achieving predictable, guaranted and work-conserving performance in datacenter networks."
4528,3,Mechanisms for improving energy efficiency in wireless sensor networks.
4539,3,Neural networks and genetic algorithms for hierarchical multi-label classification.
4550,3,"Complex networks of territorialized base (CNTB): concepts, characterization and its potential application in epidemiological modelling."
4592,3,Automatic synthesis of artificial neural networks with arbitrary feedforward connections.
4597,3,Functional modularity in gene networks.
4604,3,Compact forwarding: a probabilistic approach to packet forwarding in content-oriented networks.
4606,3,Improving the energy efficiency and reliability of wireless sensor networks using coding techniques.
4639,3,"Huge networks, tiny faulty nodes."
4661,3,Improving end-to-end availability using overlay networks.
4664,3,Design of high-speed networks considering monofractal and multifractal traffic models.
4703,3,Distributed nonparametric training algorithms for hypothesis testing networks.
4711,3,Analysis and control of contagion processes on networks.
4732,3,Toward sustainable networking: coded storage and high-traffic networks.
4765,3,Information extraction with neural networks.
4800,3,Reference tree networks: virtual machine and implementation.
4815,3,Voice and Video over IEEE 802.11 wireless networks.
4822,3,Virtual network embedding in software-defined networks.
4850,3,Pushing the limits of wireless networks.
4853,3,"Networks, decisions, and outcomes: coordination with local information and the value of temporal data for learning influence networks."
4856,3,Feature matching by Hopfield type neural networks.
4871,3,Hybrid synchrony virtual networks.
4935,3,Energy aware network coding in wireless networks.
4936,3,Improving Privacy With Intelligent Cooperative Caching In Vehicular Ad Hoc Networks.
4937,3,Stability analysis and control applications of recurrent neural networks.
4949,3,Decentralization channel management in scalable multihop spread-spectrum packet radio networks.
4962,3,Recurrent neural networks applayed to data assimilation on non-linear dynamic.
4968,3,Networks with spatio temporal dynamics in computer sciences.
4976,3,Generation and Ranking of Candidate Networks of Relations for Keyword Search over Relational Databases.
4977,3,Computational systems for top-down and bottom-uo visual attention using artificial neural networks.
4980,3,Dynamical analysis of complex-valued recurrent neural networks with time-delays.
5006,3,Channel reuse multiple access in bidirectional bus networks.
5049,3,Formulation of zero trans fats for biscuit fillings using neural networks.
5071,3,"Exact algorithms for NP hard problems on networks: design, analysis and implementation."
5073,3,Flexible cross layer optimization for fixed and mobile broadband telecommunication networks and beyond.
5085,3,Handwriting recognition using neural networks and hidden Markov models.
5088,3,High performance communication in stream-based multichannel wireless sensor networks.
5109,3,Software-based and regionally-oriented traffic management in networks-on-chip.
5112,3,Approximate feedback linearization of nonlinear control systems using neural networks.
5113,3,"Disentanglement, Compositionality, Specification: Representation Learning with Generative Adversarial Networks."
5122,3,Randomized rumor spreading in social networks and complete graphs.
5142,3,Management of traffic information networks.
5149,3,BEAR: Bandwidth-estimation-based flow admission control and routing in IEEE 802.15.4-based ad-hoc sensor networks.
5157,3,LTE optimization and resource managment in wireless heterogeneous networks.
5178,3,Modeling judgements of environmental sounds by means of artificial neural networks.
5198,3,Heuristic design and provisioning of resilient multi-layer networks.
5231,3,Information Causality in the Prediction of Stochastic Networks.
5266,3,Multiagent resource allocation in service networks.
5294,3,Implicit sequence learning in recurrent neural networks.
5404,3,Autonomous framework for supporting energy efficiency and communication reliability for periodic data flows in wireless sensor networks.
5437,3,"Indirect causes, dependencies and causality in Bayesian networks."
5442,3,Automatic Multi-Scale and Multi-Object Pedestrian and Car Detection in Digital Images Based on the Discriminative Generalized Hough Transform and Deep Convolutional Neural Networks.
5450,3,Discrete time cellular neural networks: theory and global learning algorithms.
5452,3,Multi-layer architecture and system design of internet protocol (IP) and optical networks.
5455,3,Reliable communication in distributed sensor networks.
5458,3,Flexible Modeling of Data Center Networks for Capacity Management.
5471,3,Interplay of connectivity and dynamics in recurrent neuronal networks.
5482,3,Decoding the output of neural networks: a discriminative approach.
5501,3,Using Deep Neural Networks for Scene Understanding and Behaviour Prediction in Autonomous Driving.
5511,3,"Methodologies and protocols for wireless communication in large-scale, dense mesh networks."
5518,3,Events in Logistics - Efficient Detection and Transmission with Wireless Sensor Network Technology.
5560,3,Issues in telecommunication networks resiliency: analysis and design concepts.
5563,3,"Periodicity, Surprisal, Attention: Skip Conditions for Recurrent Neural Networks."
5619,3,Computational steering of multi-scale biochemical networks.
5630,3,"Investigations on neural networks, discriminative training criteria and error bounds."
5643,3,Static analysis of run-time modes in Kahn Process Networks.
5647,3,Assessment and Improvement of IPTV Service Availability in Vehicular Networks.
5667,3,Integration of communication and power networks for planning and optimization of smart grids.
5690,3,Scalable fault-containing self-stabilization in dynamic networks.
5713,3,Runtime hardware reconfiguration in wireless sensor networks for condition monitoring.
5714,3,Wear diagnosis of mechanical seals with neural networks.
5715,3,"Characterization, avoidance and repair of packet collisions in inter-vehicle communication networks."
5721,3,Optimization of Controller Placement and Information Flow in Softwarized Networks.
5725,3,Optimization problems on assembly networks.
5798,3,Reservoir-based resource management for slotted high speed networks.
5815,3,On the efficient signal processing and positioning schemes for wireless sensor networks.
5886,3,Exploiting spatial correlations for efficient communication and deployment optimisation in wireless sensor networks.
5895,3,Rateless coded cooperative communications for wireless networks = Kooperative Datenkommunikation f&uuml;r drahtlose Netzwerke mittels ratenlosen Codes.
5925,3,Modeling and Evaluation of Multi-Stakeholder Scenarios in Communication Networks.
5959,3,Efficient audio communication over heterogeneous packet networks with wireless access.
6014,3,Data-centre traffic optimisation using software-defined networks.
6019,3,MAC protocols for cooperative diversity in wireless sensor networks.
6034,3,Context-based resource management in wireless sensor networks.
6063,3,"An Improved Framework for and Case Studies in FPGA-Based Application Acceleration - Computer Vision, In-Network Processing and Spiking Neural Networks."
6066,3,Coordination algorithms for supply and demand matching in future power networks.
6101,3,Methods for decomposition of learning in neural networks.
6115,3,Efficiency and scalability exploration of an application-specific instruction-set processor for deep convolutional neural networks.
6177,3,Enhancing mobility in low power wireless sensor networks.
6182,3,Effective communication methods for many core architectures with on chip networks in the absence of cache coherence.
6188,3,Customizable visualization in the context of metabolic networks.
6194,3,Video-Based Environment Perception for Automated Driving using Deep Neural Networks.
6254,3,Multilayer graph networks for modeling and analyzing exercise scenarios in civil protection and disaster response.
6271,3,Resilience of the Critical Communication Networks Against Spreading Failures: Case of the European National and Research Networks.
6278,3,Modeling of Dynamical Systems with Complex Valued Recurrent Neural Networks.
6279,3,Adaptive learning of neural networks and its application to identification of dynamical systems: one example of a chemical process.
6280,3,"Learning algorithms for feed forward neural networks - design, combination and analysis."
6298,3,Enhanced location information and its application for improving wireless networks.
6319,3,Anonymity and Privacy in Wireless Mobile Ad Hoc Networks.
6342,3,Image Analysis with Long Short-Term Memory Recurrent Neural Networks.
6347,3,Integration of neural networks and probabilistic spatial models for acoustic blind source separation.
6363,3,Learning periodic signals with recurrent neural networks.
6430,3,Distributed Real-time Systems - Deterministic Protocols for Wireless Networks and Model-Driven Development with SDL.
6432,3,Architectures for Softwarized Networks and Their Performance Evaluation.
6451,3,Understand-Compute-Adapt: Neural Networks for Intelligent Agents.
6478,3,Adjoint Equations of Spiking Neural Networks.
6492,3,Possibilistic neural networks for process modelling.
6516,3,Differentiated resilience in IP based multilayer transport networks.
6522,3,Robust learning algorithms for spiking and rate-based neural networks.
6527,3,Collective Dynamics of Digitally Enabled Social Networks.
6550,3,Stochastic Geometric Distances in Multi-Hop Wireless Ad Hoc Networks.
6587,3,Traffic shaping for contention control in OBS networks.
6591,3,Semi-supervised Classification of Breast Cancer Expression Profiles Using Neural Networks.
6592,3,Self-Organization of Spiking Neural Networks for Visual Object Recognition.
6618,3,Advanced handover management in future wireless networks using prediction of QoS.
6647,3,Modeling and Implementation of Wireless Sensor Networks for Logistics Applications.
6659,3,Towards a cognitive automotive environment model: a novel approach based on distributed representations and spiking neural networks.
6678,3,Cooperative routing in wireless mesh networks.
6713,3,Design of an Energy-Aware Unequal Clustering Protocol based on Fuzzy Logic for Wireless Sensor Networks.
6721,3,Towards Data-driven Dependability Assurance for Softwarized Industrial Networks.
6757,3,The Efficiency of Transport Protocols in Current and Future Mobile Networks.
6761,3,Optimized information discovery in structured peer-to-peer overlay networks.
6768,3,No-regret learning in wireless networks.
6773,3,Error correcting classification based on neural networks.
6779,3,"Mapping and parallel, distributed simulation of neutral networks on message passing multiprocessors."
6794,3,"Information integration and neural plasticity in sensory processing investigated at the levels of single neurons, networks, and perception."
6824,3,"Routing on the Channel Dependency Graph:: A New Approach to Deadlock-Free, Destination-Based, High-Performance Routing for Lossless Interconnection Networks."
6831,3,Compressing and Mapping Deep Neural Networks on Edge Computing Systems.
6834,3,Affective Image Captioning: Extraction and Semantic Arrangement of Image Information with Deep Neural Networks.
6866,3,Active intrusion detection for wireless multihop networks.
6868,3,The recognition of acoustical alarm signals with cellular neural networks.
6877,3,Robust situation awareness in tactical mobile ad hoc networks.
6880,3,Development of Visualization Tools for Dynamic Networks and Evaluation of Visual Stability Characteristics.
6886,3,Inspection of echo state networks for dynamic gestures.
6921,3,Fault-tolerant radio coverage and connectivity in wireless mesh networks.
6949,3,Cross-layer fault tolerance in networks-on-chip.
7014,3,Reliable Network Services in Future Internet Service Provider Networks: Reliable and Efficient Control Plane Applications for Virtualized Data Planes in Software-Defined Networking.
7016,3,Adaptive bandwidth management for ATM based broadband networks.
7064,3,Modeling Epistemic and Aleatoric Uncertainty with Bayesian Neural Networks and Latent Variables.
7065,3,Context-Enabled Optimization of Energy-Autarkic Networks for Carrier-Grade Wireless Backhauling.
7068,3,Energy-aware adaptive routing solutions in IP-over-WDM networks.
7087,3,Energy-efficiency and Performance in Communication Networks: Analyzing Energy-Performance Trade-offs in Communication Networks and their Implications on Future Network Structure and Management.
7101,3,Static and dynamic data Management in networks.
7128,3,Foundations of Generalized State Channel Networks.
7161,3,Cultural usability assessment of B2C e-service using bayesian belief networks.
7186,3,Advanced methods for fusion of fuzzy systems and neural networks in intelligent data processing.
7190,3,Elastic and dynamic orchestration of service function chains for 5G networks.
7205,3,Secure data transmission in wireless sensor networks.
7208,3,Learning topography in neural networks: towards a better understanding of cortical topography.
7209,3,Objective-Driven Operations of Self-Organizing Networks.
7243,3,Mapping data and algorithm structures on selected efficient multiprocessor networks.
7253,3,Recruitment learning in randomly connected neural networks.
7260,3,Self-Organizing Transport Networks: Decentralized Optimization based on Genetic Programming.
7304,3,Algorithmic Aspects of Communication and Localization in Wireless Sensor Networks.
7306,3,Worst-Case Performance Analysis of Feed-Forward Networks - An Efficient and Accurate Network Calculus.
7312,3,Object oriented network and systems management in a distributed environment: an approach towards technology independent management of broadband telecommunications networks.
7343,3,Structural and Evolutionary Analysis of Developer Networks.
7405,3,Optimizing software-defined networks using application-layer knowledge.
7408,3,Robustness and applications of cellular neural networks.
7430,3,Caching in networks: non uniform algorithms and memory capacity constraints.
7433,3,Fault-Tolerant Spatio-Temporal Compression Scheme for Wireless Sensor Networks.
7439,3,A mathematical study of self-organizing neural networks.
7445,3,Performance Evaluation of the Control Plane in OpenFlow Networks.
7448,3,Toward a Greener Internet - Design and evaluation of green IP and content routing for sustainable communication networks.
7496,3,Social-Based Data Routing Strategies in Delay Tolerant Networks.
