,cluster,title
260,1,An algorithmic framework for checking coverability in well-structured transition systems.
261,1,Ray-based Image Generation for Advanced Medical Applications.
264,1,Learning expressive linkage rules for entity matching using genetic programming.
267,1,Non-Convex and Multi-Objective Optimization in Data Mining - Non-Convex and Multi-Objective Optimization for Statistical Learning and Numerical Feature Engineering.
281,1,Techniques and heuristics for acquiring symbolic knowledge from examples.
283,1,A framework for planning with incrementally created graphs in attributed problem spaces.
285,1,"A Uniform, OpenCL-based Approach for Programming Distributed System With Multicores and GPUs."
289,1,3D magic lenses and virtual reflections - real-time approaches for improving interactive visualization.
290,1,Action-based collaboration analysis for group learning.
295,1,Algorithms for scheduling malleable and nonmalleable parallel tasks.
298,1,An architecture for distributed user interfaces.
300,1,Operational reduction models for functional programming languages.
302,1,A partitioning compiler for computers with Xputer-based accelerators.
305,1,"Tailorable systems - design, support, techniques, and applications."
306,1,Spectral methods for efficient load balancing strategies.
319,1,Termination analysis for offline partial evaluation of a higher order functional language.
320,1,Compiler generation for parallel languages from denotational specifications.
321,1,"Local search algorithms for combinatorial problems - analysis, improvements, and new applications."
331,1,"Tree-structured theorem proving using controlled case analysis mechanisms for classical, three-, and four-valued logic."
334,1,Processing of recursive rules in knowledge-based systems - algorithms for handling recursive rules and negative information and performance measurements.
341,1,Combinatorial solutions for shape optimization in computer vision.
344,1,Advanced memory optimization techniques for low-power embedded processors.
345,1,A case study in distributed planning for autonomous cooperating agents.
349,1,Algorithms for VLSI partitioning and routing.
356,1,Design of self-testing checkers for unidirectional error detecting codes.
357,1,Transformation techniques for decision diagrams in computer-aided design.
362,1,A Design Space for Pervasive Advertising on Public Displyas.
364,1,Feature histograms for content-based image retrieval.
365,1,Object-oriented software for industrial robots.
372,1,Algorithm design techniques for parameterized graph modification problems.
375,1,Efficient dynamic communication for real-time online interactive applications in heterogeneous environments.
377,1,A framework for programming interactive graphics in a functional programming language.
386,1,Learning search control knowledge for equational deduction.
391,1,An evolutionary game-theoretical approach for coordination of traffic signal agents.
400,1,A temporal reasoning and abstraction framework for model-based diagnosis systems.
401,1,Architectures for high performance communication.
402,1,A construction environment for retrieval-oriented database interface systems.
403,1,Higher-order components for web-enabled grid applications.
406,1,Advanced Segmentation and Comparators for Iris Biometric Surveillance.
408,1,A fast reconfigurable ALU for Xputers.
411,1,Knowledge adaptation - analogical transfer of empirical knowledge across domains for case-based problem solving.
416,1,Designing stream based semantics for uniform concurrency and logic programming.
417,1,Executable graphics for VHDL-based systems design.
420,1,Cultural Diversity for Virtual Characters - Investigating Behavioral Aspects across Cultures.
427,1,Proofs for traffic safety - combining diagrams and logic.
428,1,Exploiting Tag Information for Search and Personalization.
429,1,Completeness for parallel access to NP and counting class separations.
430,1,Efficient algorithms for ray shooting and hidden surface removal.
433,1,Models of control and their implications for programming language design.
435,1,Knowledge management for intelligent sales support in electronic commerce.
436,1,Algorithms and data structures for a music notation system based on GUIDO music notation.
439,1,First-order calculi and proof procedures for automated deduction.
440,1,Knowledge extraction and data mining algorithms for complex biomedical data.
443,1,Automatic termination analysis for functional and imperative programs.
445,1,Program checkers for algebraic problems.
446,1,Tabulated resolution for well-founded semantics.
450,1,A system-oriented approach to efficiency and quality of service for internet service providers.
457,1,Multimodal metaphors for generic interaction tasks in virtual environments.
459,1,An architecture for context prediction.
460,1,Shapes in vector fields - methods for continuous deformations and surface-based flow visualizations.
463,1,Non-trapping conditions and local energy decay for hyperbolic problems.
472,1,Graph Transformation Systems in Constraint Handling Rules - Improved Methods for Program Analysis.
473,1,Self-organizing infrastructures for ambient services.
476,1,Sparse and robust classification methods for high-dimensional datasets.
486,1,Termination proofs for logic programs.
490,1,"On hierarchical models for visual recognition and learning of objects, scenes, and activities."
495,1,KABA - a system for refactoring Java programs.
498,1,Algorithms for probe selection and DNA microarray design.
510,1,A Resolution Calculus for Modal Logics.
512,1,Prototype based machine learning for clinical proteomics.
524,1,A Duality Transform for Realizing Convex Polytopes with Small Integer Coordinates.
525,1,A scalable architecture for custom computing.
527,1,Coping with new challenges for density-based clustering.
542,1,From types to dataflow - code analysis for an object-oriented language.
547,1,Channel and Source Coding for Non-Volatile Flash Memories
548,1,Robust Methods for Dense Monocular Non-Rigid 3D Reconstruction and Alignment of Point Clouds
550,1,Dynamic Decision Support for Electronic Requirements Negotiations
553,1,Prepaid charging for IP services.
554,1,Ensemble methods for offline handwritten text line recognition.
555,1,Fundamental concepts for interactive paper and cross-media information spaces.
562,1,MorphMix - a peer to peer based system for anonymous Internet access.
564,1,Realistic face animation for speech.
569,1,Innovative application development for ubiquitous and wearable computing.
583,1,Exploration of augmented reality: technology for surgical training simulators.
591,1,Cooperative WLAN protocols for multimedia communication.
601,1,Statistical models for human body pose estimation from videos.
613,1,Efficient design space exploration for embedded systems.
618,1,Point primitives for interactive modeling and processing of 3D-geometry.
620,1,Personal information organisation: studies on user appropriate classification and retrieval strategies and their implications for information management systems design.
623,1,A generic auditing framework for compliance verification of internet service level agreements.
628,1,Modeling multimedia workloads for embedded system design.
631,1,"On graphical models for communications and machine learning: algorithms, bounds, and analog implementation."
638,1,Modular performance analysis and interface based design for embedded real time systems.
639,1,A communication architecture for telepresence in virtual environments.
642,1,User-centric dependability concepts for ubiquitous computing.
645,1,On instruction set generation for specialized processors.
646,1,VLSI circuits for cryptographic authentication.
650,1,Controlling software for EMF laboratory studies.
654,1,Payment processes for identity federations: the SAML-based payment approach.
657,1,Search heuristics for module identification from biological high throughput data.
660,1,Particle methods for flow-structure interactions.
662,1,Visual body pose analysis for human-computer interaction.
664,1,Exploring visuo-haptic augmented reality for training.
666,1,PeerCollaboration: A peer-to-peer collaboration application for large-scale systems.
669,1,Bluebottle: a thread-safe multimedia and GUI framework for Active Oberon.
679,1,Using Oberon's active objects for language interoperability and compilation.
681,1,PeerMart: secure decentralized pricing and accounting for peer to peer systems.
693,1,Blue-c API: software support for collaborative virtual reality.
706,1,Dynamic point samples as primitives for free-viewpoint video.
720,1,"Decision procedures for bit-vectors, arrays and integers."
722,1,Scalable hybrid data dissemination for internet hot spots.
726,1,An artificial neural network method for solving boundary value problems: with arbitrary irregular boundary conditions.
732,1,A methodology for domain-specific conceptual data modeling and querying.
738,1,Static detection of software errors: precise and scalable algorithms for automatic detection of software errors.
740,1,Design of information flow for networked control systems: control under communication constraints.
744,1,Improved Distributed Algorithms for Fundamental Graph Problems.
746,1,Multimodal interaction on e-learning environments: proposal for architecture and impacts.
749,1,Lane estimation for autonomous vehicles using vision and LIDAR.
752,1,Graph based strucutre for unifying representation of local flows in GIS distributed hydrological modeling.
756,1,Techniques for high data rate modulation and low power operation of fractional-N frequency synthesizers.
771,1,Designing effective interfaces for audiovisual media.
775,1,Development and investigation of devices for ultrahigh speed gastrointestinal Optical Coherence Tomography imaging.
778,1,Storage architecture for video-on-demand systems.
780,1,An optimized hardware architecture and communication protocol for scheduled communication.
785,1,A flexible arithmetic system for simulation.
790,1,Innovative hybrid MOEA/AD variants for solving multi-objective combinatorial optimization problems.
792,1,A pipelined code mapping scheme for static data flow computers.
793,1,Prospects of germanium-based MOSFETs and tunnel transistors for low power digital logic.
803,1,New algorithms for point features cartographic label placement problem.
805,1,Integrated microbioreactor arrays for high-throughput experimentation.
813,1,Field solver technologies for variation-aware interconnect parasitic extraction.
817,1,Efficiency loss in market mechanisms for resource allocation.
819,1,High performance photodetectors for multimode optical data links.
821,1,Template-based hardware-software codesign for high-performance embedded numerical accelerators.
825,1,Micro-cleaved ridge lasers for optoelectronic integration on silicon.
826,1,Evaluation of methods for taxonomic relation extraction from text.
831,1,A framework for content and navigation adaptation in electronic government portals.
833,1,Graphical models and message-passing algorithms for network-constrained decision problems.
838,1,Simple linear classifiers via discrete optimization: learning certifiably optimal scoring systems for decision-making and risk assessment.
842,1,Information-theoretic metrics for security and privacy.
846,1,Peer-to-peer and cheat-resistant support for massively multiplayer online games.
850,1,Model-code separation architectures for compression based on message-passing.
855,1,A framework for low-complexity iterative interference cancellation in communication systems.
857,1,An ultra low power implantable neural recording system for brain-machine interfaces.
864,1,Composable system resources as an architecture for networked systems.
866,1,Quantum Circuits for Symmetric Cryptanalysis.
867,1,Applications of numerical models for rough surface scattering.
878,1,Circuit design and technological limitations of silicon RFICs for wireless applications.
888,1,Algebraic laws for object oriented programming with references.
893,1,Radiance interpolants for interactive scene editing and ray tracing.
899,1,Efficient information aggregation strategies for distributed control and signal processing.
901,1,A fault-tolerant multiprocessor architecture for digital signal processing applications.
903,1,Gradient-Based Steering for Vision-Based Crowd Simulation Algorithms.
906,1,On Robust control designs for infinite dimensional systems.
910,1,Suspended microchannel resonators for biomolecular detection.
915,1,Parallel methods for synthesizing whole-hand grasps from generalized prototypes.
925,1,"3D visibility analysis for visual quality assessment: approaches based on modelling tools, VGE and WebGIS."
931,1,Applied optimal control for dynamically stable legged locomotion.
933,1,"InGaAs MOSFETs for logic and RF applications: reliability, scalability and transport studies."
958,1,"A framework for availability, performance and survivability evaluation of disaster tolerant cloud computing systems."
967,1,User interface handles for web objects.
968,1,Energy-efficient circuits and systems for computational imaging and vision on mobile devices.
969,1,A Cartographic Visualization System for Urban Planning.
973,1,Pre-computation for controlling character behavior in interactive physical simulations.
974,1,MSL: a synthesis enabled language for distributed high performance computing implementations.
975,1,"Stochastic methods for large-scale linear problems, variational inequalities, and convex optimization."
980,1,An intelligent control architecture for multi-robots.
984,1,Circuit design for embedded memory in low-power integrated circuits.
997,1,"Adaptability, reusability and variability in software systems for space on-board computing."
998,1,Dynamics of spectral algorithms for distributed routing.
1001,1,Heterogeneous acoustic measurements and multiple classifiers for speech recognition.
1009,1,Software-assisted cache mechanisms for embedded systems.
1013,1,Optical receiver techniques for integrated photonic links.
1016,1,An architecture synthesis system for embedded processors.
1017,1,Bio-inspired systems for coordination of mobile multiple-robots.
1020,1,High temperature superconducting magnetic suspension for Maglev.
1026,1,VRCodes: embedding unobtrusive data for new devices in visible light.
1031,1,"Development of methods for extraction, comparison and analysis of intrinsic features of medical images, aiming at perceptual content-based retrieval"
1040,1,Bidirectional adaptive optics architectures for optical communication through atmospheric turbulence.
1044,1,Object-based world modeling for mobile-manipulation robots.
1046,1,Coupled field problems numerical modeling for microelectromechanical systems.
1047,1,On probabilistic strategies for robot tasks.
1048,1,Efficient mechanisms for performance improvement in passive RFID systems.
1050,1,A model for cerebral cortical neuron group electric activity and its implications for cerebral function.
1058,1,An extension of k-NN classifier for multiple spaces.
1059,1,"A parallel branch-and-bound algorithm for thin-film optical systems, with application to realizing a broadband omnidirectional antireflection coating for silicon solar cells."
1060,1,Programming language design for service-oriented systems.
1065,1,In-home passive monitoring for medical applications.
1068,1,Coordinated and multiple views for exploration of similarity maps.
1079,1,Joint TCP congestion control and wireless-link scheduling for mobile Internet applications.
1081,1,Compile time processing of Ada task constructs for real-time programming.
1084,1,Constraint satisfaction modules: a methodology for analog circuit design.
1089,1,WSARCH: an architecture for web services provisioning with quality of service.
1094,1,"Metrics, fundamental trade-offs and control policies for delay-sensitive applications in volatile environments."
1099,1,"Devices, algorithms and systems for maritime persistent surveillance."
1100,1,Chemistry for electronic interconnect applications.
1108,1,Chip-scale quadrupole mass filters for a Micro-Gas Analyzer.
1111,1,Improving Organic light emitting device technology for displays.
1114,1,Bayesian population inference for effective connectivity.
1118,1,Control and estimation for large-scale systems having spatial symmetry.
1120,1,A proximal atomic coordination algorithm for distributed optimization in distribution grids.
1124,1,An attentional model for intelligent robotics agents.
1129,1,Micro-optic elements for a compact opto-electronic integrated neural coprocessor.
1134,1,Realtime state estimation for contact manipulation.
1142,1,An accessible web navigation aid for blind users.
1143,1,Transmission diffraction gratings for soft x-ray spectroscopy and spatial period division.
1147,1,Flexible and expressive substrate for computation.
1155,1,Minimally intrusive strategies for fault detection and energy monitoring.
1156,1,Modelling OOV words for robust speech recognition.
1159,1,Multi-rigid-body contact dynamics and haptic interaction for fixture loading planning.
1163,1,Below P vs NP: fine-grained hardness for big data problems.
1170,1,Abacus - a reconfigurable bit-parallel architecture for early vision.
1174,1,Algorithms with theoretical guarantees for several database problems.
1175,1,Compilation techniques for short-vector instructions.
1177,1,Development of a concentration-enhanced mobility shift assay platform for aptamer-based biomarker detection and kinase profiling.
1178,1,Heterogeneous integration of two-dimensional materials for on-chip optical interconnects.
1179,1,ScreenVar - a biclustering-based methodology for evaluating structural variants.
1181,1,Characterization and modeling of pattern dependencies in copper interconnects for integrated circuits.
1182,1,Object-oriented architecture for high-order FEM with applications on structural mechanics.
1185,1,Sequential decoding for multiple access channels.
1192,1,Analysis and implementation of implicit and projection methods for free surface flows.
1193,1,Interleaved conversion techniques for high density power supplies.
1194,1,Content routing: a scalable architecture for network-based information discovery.
1195,1,Optimizing finite automata for DPI engines.
1205,1,"Internet use for health: trends, profiles and user behavior."
1206,1,Planning college library buildings for information technology: Case studies of four small colleges.
1211,1,Model-based heuristics for capacitated hub location problems.
1214,1,Integrated analog focal plane processing for automatic alignment.
1215,1,Extension for the alpha-power model (Extens&otilde;es do modelo -pot&ecirc;ncia).
1217,1,Electric power network economics: designing principles for a for-profit independent transmission company and underlying architectures for reliability.
1225,1,Title model for the next generation Internet (Modelo de t&iacute;tulo para a pr&oacute;xima gera&ccedil;&atilde;o de Internet).
1232,1,"Decision support system development for growth, nutrition, and sexual maturation analysis for primary care use."
1237,1,Lower bound techniques for data structures.
1238,1,System identification techniques and modeling for nonintrusive load diagnostics.
1254,1,Decentralized Supervisionin Systems Pperformace Models: an Approach for Decision Markovian Pprocesses.
1257,1,A bandwidth-efficient architecture for a streaming media processor.
1258,1,Approximate solutions for multi-server queuing systems with Erlangian service times and an application to air traffic management.
1268,1,Formulations and algorithms for network design problems with connectivity requirements.
1276,1,Mechanical property characterization of metal nano-particle films for microelectromechanical systems devices.
1279,1,ERG-ARCH: a reinforcement learning architecture for propositionally constrained multi-agent state spaces.
1280,1,Fast methods for inverse wave scattering problems.
1285,1,"Deep learning for attribute inference, parsing, and recognition of face."
1287,1,Acquisition and reconstruction methods for magnetic resonance imaging.
1289,1,Analog adaptive nonlinear filtering and spectral analysis for low-power audio applications.
1304,1,"Formal specification techniques for promoting software modularity, enhancing documentation, and testing specifications."
1307,1,Power processing and active protection for photovoltaic energy extraction.
1308,1,Virtual simulator propose for mobile robots navigation systems using rapid prototyping concepts.
1313,1,Congestion-aware traffic routing for large-scale mobile agent systems.
1316,1,Learning to understand spatial language for robotic navigation and mobile manipulation.
1322,1,A planning scheme for penetrating embedded generation in power distribution grids.
1325,1,Algebraic formal methods for invariant generation.
1326,1,Unified type system for safe programming.
1339,1,Approach for mining multiple dependence structure with pattern recognition applications.
1343,1,Dynamic load-balancing: a new strategy for weather forecast models.
1348,1,A corpus-based approach for cross-lingual information retrieval.
1349,1,Ensemble techniques for centralized and distributed clustering.
1359,1,Ultra-low energy electronics for synthetic biological sensors.
1360,1,Design principles and patterns for computer systems that are simultaneously secure and usable.
1367,1,An analytical approach to computerized news layout for newspapers.
1370,1,Evolutionary multi-objective algorithms for Phylogenetic Inference.
1371,1,"Rotation, shift and scale invariant wavelet features for content-based image retrieval and classification."
1377,1,A conceptual model for smart environments based on formal interactions in physical spaces.
1380,1,Transform/subband representations for multidimensional signals with arbitrary regions of support.
1381,1,Modeling of chemical mechanical polishing for dielectric planarization.
1382,1,Computer simulation of a novel technique for Radio-Frequency Ablation of ventricular arrhythmias.
1389,1,An investigation of guarded assignments as a coordination language for large grain parallel programming.
1391,1,Scalable self-calibrating display technology for seamless large-scale displays.
1400,1,A peer-to-peer IPTV architecture with fast channel switching services and incentives for cooperation.
1403,1,Function-based indexing for object-oriented databases.
1416,1,Simulation tools for digital LSI design.
1419,1,Spectral methods for circuit analysis.
1422,1,Development of an elastic Polymer-based drug Delivery System for tissue Regeneration.
1423,1,A portable bioimpedance spectroscopy system for congestive heart failure management.
1424,1,Design algorithms for parallel transmission in magnetic resonance imaging.
1427,1,Treatment of special conditional for similarity searching in complex data bases.
1439,1,A Framework for 3D Scenes manipulation on mobile devices.
1446,1,A branch-and-price method for p-median location problems.
1459,1,Optimal metal oxide semiconductor field-effect transistors design for low temperature operation.
1461,1,Study and proposal of a framework for designing tailorable user interfaces.
1475,1,Learning coupled conditional random field for image decomposition: theory and application in object categorization.
1476,1,Planning under uncertainty for extended reachability goals.
1477,1,"Infrastructure for human-centered computing in distributed, pervasive, intelligent environments."
1478,1,Content modeling for social media text.
1479,1,Low-power techniques for video decoding.
1483,1,"Scalable methods for storage, processing and analysis of sequencing datasets."
1484,1,Coding and capacity for additive white Gaussian noise multi-user channels with feedback.
1487,1,Linguistically motivated models for lightly-supervised dependency parsing.
1489,1,Template-based control for bottom-up nanostructures - multilayer block copolymer graphoepitaxy and masked ZnO nanowire growth.
1490,1,Designs for ultra-high efficiency grid-connected power conversion.
1493,1,Development of bioinformatics platforms for methylome and transcriptome data analysis.
1501,1,Device integration for silicon microphotonic platforms.
1503,1,A self-adaptive fuzzy mechanism to provide QoS for Web services.
1510,1,News paradigms for channel equalization and identification based on nonlinear structures and evolutionary algorithms.
1511,1,A colony architecture for an artificial creature.
1516,1,Decision tables for interdisciplinary communication in intelligent tutoring systems.
1517,1,Contact interpretation in randomized strategies for robotic assembly.
1520,1,Optimization for memory acess in dynamic binary translation.
1521,1,A bidirectional multicast protocol for distance learning.
1526,1,A middleware for execution of structured processes in computer grids.
1530,1,"METRICS, Model for Eliciting Team Resources and Improving Competence Structures: a socio-technical treatise on managing customer professionals in software projects for enterprise information systems."
1533,1,Decision models for multistage production planning.
1536,1,A design method for building in-air gestural interactions.
1537,1,Connectionist constructive learning for autonomous knowledge acquisition.
1538,1,Wireless sensor for postharvest quality management of cherry tomato.
1540,1,Transfer learning for low-resource natural language analysis.
1543,1,Efficiency-enhancement techniques for metaheuristics applied and continuous global optimization.
1546,1,Anomaly detection and compensation for hyperspectral imagery.
1552,1,Multi-modal and deep learning for robust speech recognition.
1553,1,Wafer-scale integrated active silicon photonics for manipulation and conversion of light.
1555,1,Diamond nanophotonic devices for quantum information processing and sensing.
1562,1,COFESS-cooperative fuzzy expert systems for intelligent recognition.
1566,1,Column-Row-Parallel application-specific integrated circuit architecture for 3D wearable / portable medical ultrasonic imaging.
1578,1,Mechanism design : a new algorithmic framework.
1580,1,Web mining techniques for query log analysis and expertise retrieval.
1585,1,Model order reduction techniques for circuit simulation.
1588,1,Effective fusion-based approaches for recommender systems.
1591,1,On building blocks for distributed systems.
1593,1,Algorithms and algorithmic obstacles for probabilistic combinatorial structures.
1596,1,Parallel self-verified solver for dense linear systems.
1599,1,Design tool and methodologies for interconnect reliability analysis in integrated circuits.
1605,1,Photometric methods for computer vision.
1608,1,Learning and vision algorithms for robot navigation.
1620,1,Magnetic machines and power electronics for power MEMS applications.
1622,1,Probabilistic visual learning for object detection.
1623,1,"Digital self-calibration techniques for high-accuracy, high speed analog-to-digital converters."
1628,1,Observer-based monitors and distributed wave controllers for electromechanical disturbances in power systems.
1635,1,An information theoretic study of reduced-complexity receivers for intersymbol interference channels.
1638,1,Finite safety models for high-assurance systems.
1639,1,Optimization for control and planning of multi-contact dynamic motion.
1640,1,ATLAS: a framework for large scale automated mapping and localization.
1642,1,Parallel integrated receivers for multiple antenna wireless LAN systems.
1644,1,Pseudonormality and a language multiplier theory for constrained optimization.
1646,1,Modeling and monitoring of cardiovascular dynamics for patients in critical care.
1650,1,Low-power and application-specific SRAM design for energy-efficient motion estimation.
1652,1,Contour motion compensation for image sequence coding.
1667,1,Visualization and analysis of computational pipelines for large medical image collections.
1670,1,A study on computer-aided diagnosis for wireless capsule endoscopy images.
1672,1,Bio-inspired optimization algorithms for multi-objective problems.
1690,1,Foundations for a theory of mind for a humanoid robot.
1698,1,Improved robustness and efficiency for automatic visual site monitoring.
1700,1,A software architecture for consensus based replication.
1704,1,A numerical engine for distributed sparse matrices.
1708,1,Computer vision system for identification of alkali aggregate in concrete image.
1714,1,Novel optical access network architectures and transmission system technologies for optical fiber communications.
1725,1,Compiler-managed memory system for software-exposed architectures.
1727,1,Canonical form for poset codes and coding-decoding schemes for expected loss.
1728,1,Algorithms for the long run average cost for linear systems with partially observed Markov jump parameters.
1732,1,An architecture for content personalization based on peer-level annotations.
1742,1,"Algorithms and inference for simultaneous-event multivariate point-process, with applications to neural data."
1744,1,Learning continuous models for estimating intrinsic component images.
1749,1,Energy-efficient system design for mobile processing platforms.
1750,1,Interactive image search for information retrieval and human computer interaction.
1755,1,Real-time continuous gesture recognition for natural multimodal interaction.
1767,1,Hybrid filter banks for analog/digital conversion.
1771,1,Parallel radiofrequency transmission for 3 Tesla and 7 Tesla magnetic resonance imaging.
1772,1,Banked microarchitectures for complexity-effective superscalar microprocessors.
1779,1,Efficient integral equation based algorithms for parasitic extraction of interconnects with smooth or rough surface.
1780,1,Femtosecond sources at 1.5 microns and their application for time-resolved spectroscopic studies of semiconductor devices.
1781,1,Demonstration of monolithically integrated graphene interconnects for low-power CMOS applications.
1787,1,Patterns for Enterprise Application Design and Development.
1788,1,High frequency power conversion architecture for grid interface.
1794,1,Ultrafast sources of entangled photons for quantum information processing.
1799,1,Uplift modeling for randomized experiments and observational studies.
1801,1,Uncertainty quantification for integrated circuits and microelectrornechanical systems.
1806,1,Shape description and retrieval for 3D model search engine.
1807,1,Generalized Feature Embedding Learning for Clustering and Classication.
1808,1,Scheduling algorithms for dependent tasks represented by directed acyclic graphs on computational grids.
1810,1,Monolithic optoelectronic VLSI circuit design and fabrication for optical interconnects.
1820,1,Subthreshold leakage control techniques for low power digital circuits.
1827,1,Advances on methodologies for intelligent control of nonlinear systems with parametric and functional uncertainties.
1828,1,Network coding for delay challenged environments.
1839,1,Transfer learning algorithms for image classification.
1843,1,Use of high-level design information for enabling automation of fine-grained power gating.
1847,1,Multi-levels and multi-models segmentations for radar and optical images.
1849,1,Low-power design techniques for pipelined analog-to-digital converters.
1854,1,Low power data acquisition for microImplant biometric monitoring of tremors.
1861,1,A solution to extractive summarization based on document type and a new measure for sentence similarity.
1866,1,Context-dependent type-level models for unsupervised morpho-syntactic induction.
1871,1,Robust and accurate real-time pose estimation for virtual reality applications.
1873,1,Infrastructureless wireless network architecture for delay-sensitive applications.
1879,1,Large databases of real and synthetic images for feature evaluation and prediction.
1884,1,Inductively-coupled power transfer for electromechanical systems.
1885,1,Reflectance map techniques for analyzing surface defects in metal castings.
1887,1,Direct and inverse scattering models for random media and rough sufraces.
1888,1,Reconstruction algorithms for Magnetic Resonance Imaging.
1889,1,FPGA architectures for biological sequence comparison in linear space.
1905,1,Activity and attenuation reconstruction for emission computed tomography using emisssion data only.
1907,1,Adaptive energy-aware real-time detection models for cardiac atrial fibrillation.
1919,1,Cost model for similarity queries in metric spaces.
1929,1,Evolutionary algorithms as a method for developing architecture design.
1939,1,Development of novel alternative chemistry processes for dielectric etch applications.
1941,1,Convex optimization methods for model reduction.
1942,1,FSE for high-speed links.
1946,1,Parallel algorithms for scheduling data-graph computations.
1949,1,Theoretical models for subsurface geophysical probing with electromagnetic waves.
1957,1,Development of an integrated adaptative control system for a biped robot with a trunk.
1960,1,Vibration analysis for ocean turbine reliability models.
1961,1,Fundamental building blocks for a compact optoelectronic neural network processor.
1962,1,"Mechanisms for efficient, protected messaging."
1963,1,Multipass communication systems for tiled processor architectures.
1965,1,The scalable commutativity rule: designing scalable software for multicore processors.
1966,1,Methods and technologies for high-throughput and high-content small animal screening.
1970,1,Deeply scaled CMOS for RF power applications.
1971,1,High-speed silicon electro-optic modulator for electronic photonic integrated circuits.
1974,1,A hierarchical framework for constructing computationally efficient algorithms for distributed inference problems.
1977,1,Double diffused (DMOS) FETs for analog applications.
1986,1,Corpus-based unit selection for natural-sounding speech synthesis.
1987,1,PD4CAT: a participatory design method for customized development of high assistive technology.
1988,1,"Digitally-assisted, ultra-low power circuits and systems for medical applications."
1995,1,A unified information theoretic framework for pair- and group-wise registration of medical images.
2005,1,Dimensional extension: towards a unifying framework for instructional systems.
2010,1,Artificial intelligence techniques for modeling financial analysis.
2011,1,A performance driven approach for hardware synthesis of guarded atomic actions.
2012,1,Device design and process technology for sub-100 nm silicon-on-insulator metal oxide semiconductor field-effect transistors.
2016,1,Self-stabilizing magnetic bearings for flywheels.
2022,1,Stochastic approximation for non-expansive maps : application to Q-learning algorithms.
2028,1,Femtosecond fiber lasers at 1550 nm for high repetition rates and low timing jitter.
2029,1,Building dependability arguments for software intensive systems.
